fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap
capital:0,capital,subject,0,0.5728596945603689,0.5633162472460588,0.009543447314310116
capital:0,capital,subject,1,0.7492158611615499,0.7066156230866909,0.04260023807485902
capital:0,capital,subject,2,0.675212154785792,0.6442362248516557,0.030975929934136337
capital:0,capital,subject,3,0.6732374926408132,0.6593565636060454,0.013880929034767786
capital:0,capital,subject,4,0.6630040605862936,0.6629680787975137,3.598178877983749e-05
capital:0,capital,subject,5,0.6422704011201859,0.6459902480075305,-0.0037198468873446133
capital:0,capital,subject,6,0.6438744018475214,0.6409592410041527,0.002915160843368736
capital:0,capital,subject,7,0.6626717001199722,0.6630535115572539,-0.000381811437281665
capital:0,capital,subject,8,0.6842999160289764,0.6739765701138161,0.010323345915160376
capital:0,capital,subject,9,0.7182647983233134,0.711896727708253,0.006368070615060395
capital:0,capital,subject,10,0.7115445931752523,0.7053856097839095,0.006158983391342798
capital:0,capital,subject,11,0.7040550808111826,0.702148128639568,0.0019069521716146287
capital:0,capital,subject,12,0.7182530760765076,0.7167239234867421,0.0015291525897654923
capital:0,capital,subject,13,0.7049754162629446,0.7157115733081644,-0.010736157045219796
capital:0,capital,subject,14,0.6666585008303324,0.6948421373963356,-0.0281836365660032
capital:0,capital,subject,15,0.6562998791535696,0.6818090682341293,-0.02550918908055977
capital:0,capital,subject,16,0.654072051246961,0.6918283619663932,-0.037756310719432196
capital:0,capital,subject,17,0.6582845797141393,0.7000078042461113,-0.04172322453197197
capital:0,capital,subject,18,0.6540254851182302,0.7031378547915004,-0.04911236967327015
capital:0,capital,subject,19,0.6180422157049179,0.684198701584881,-0.06615648587996315
capital:0,capital,subject,20,0.6451395849386851,0.7041472878984429,-0.05900770295975788
capital:0,capital,subject,21,0.722456286350886,0.7379086305471984,-0.015452344196312362
capital:0,capital,subject,22,0.7407401204109192,0.7538219348273494,-0.013081814416430193
capital:0,capital,subject,23,0.48175061245759326,0.5511230837384408,-0.0693724712808475
capital:0,capital,preanswer,0,0.39393797020117444,0.5417599493468349,-0.14782197914566048
capital:0,capital,preanswer,1,0.6026992400487264,0.7005491969598965,-0.09784995691117004
capital:0,capital,preanswer,2,0.4614047358433406,0.5928240396421064,-0.13141930379876582
capital:0,capital,preanswer,3,0.4918641746044159,0.6153096659955654,-0.12344549139114946
capital:0,capital,preanswer,4,0.4860376218954722,0.6103699784725904,-0.12433235657711822
capital:0,capital,preanswer,5,0.4851622134447098,0.6073102153499018,-0.12214800190519204
capital:0,capital,preanswer,6,0.47488454977671307,0.6027385363863274,-0.12785398660961428
capital:0,capital,preanswer,7,0.501952071984609,0.6251247447322715,-0.12317267274766253
capital:0,capital,preanswer,8,0.5035493771235148,0.6233084725046699,-0.11975909538115515
capital:0,capital,preanswer,9,0.559647927681605,0.6638558557765051,-0.10420792809490009
capital:0,capital,preanswer,10,0.5413602044185003,0.6488200497220863,-0.10745984530358599
capital:0,capital,preanswer,11,0.5574063509702682,0.6636568419635296,-0.10625049099326134
capital:0,capital,preanswer,12,0.5672857910394669,0.6687544445422563,-0.10146865350278944
capital:0,capital,preanswer,13,0.5750980377197266,0.6764684549786828,-0.10137041725895624
capital:0,capital,preanswer,14,0.6412606835365295,0.7247400471771305,-0.08347936364060093
capital:0,capital,preanswer,15,0.6347530484199524,0.7196556370366703,-0.08490258861671796
capital:0,capital,preanswer,16,0.6825903058052063,0.755737282674421,-0.07314697686921467
capital:0,capital,preanswer,17,0.7355070114135742,0.7932765151966702,-0.05776950378309598
capital:0,capital,preanswer,18,0.736473282178243,0.794971861961213,-0.05849857978297002
capital:0,capital,preanswer,19,0.7265262405077616,0.7864682091908022,-0.05994196868304058
capital:0,capital,preanswer,20,0.7158108552296957,0.756595526906577,-0.04078467167688138
capital:0,capital,preanswer,21,0.6909603923559189,0.658073999157006,0.032886393198912844
capital:0,capital,preanswer,22,0.6923882315556208,0.6678560647097501,0.024532166845870673
capital:0,capital,preanswer,23,0.3986601683621605,0.43718425885692175,-0.03852409049476124
capital:1,capital,subject,0,0.5627900958061218,0.5601360666650262,0.002654029141095582
capital:1,capital,subject,1,0.7439832786719004,0.7049485340037129,0.03903474466818746
