fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth
birth_place:0,birth_place,preanswer,-0.11452712655606012,0.010613417478673393,21
birth_place:0,birth_place,subject,0.3270462635184123,0.8580205568700738,0
birth_place:1,birth_place,preanswer,-0.10450121129592431,0.006311879577961865,-1
birth_place:1,birth_place,subject,0.31481266044835193,0.7907609696443559,0
birth_place:10,birth_place,preanswer,-0.1135403626381462,-0.010628454104969043,-1
birth_place:10,birth_place,subject,0.3260026220573642,0.8575735598543553,0
birth_place:11,birth_place,preanswer,-0.10492253469537256,0.005094878714193007,-1
birth_place:11,birth_place,subject,0.29393447666093797,0.8496994448224459,0
birth_place:2,birth_place,preanswer,-0.10848576597007453,-0.015444765093200141,-1
birth_place:2,birth_place,subject,0.32082786842812594,0.8520923976885212,0
birth_place:3,birth_place,preanswer,-0.0999309491095725,0.03176665351246344,21
birth_place:3,birth_place,subject,0.308777612421163,0.7987569020143852,0
birth_place:4,birth_place,preanswer,-0.10621973126959494,0.014883931613329682,21
birth_place:4,birth_place,subject,0.31688861781808414,0.8375232955484975,0
birth_place:5,birth_place,preanswer,-0.10377034414991752,0.030102429798606667,21
birth_place:5,birth_place,subject,0.2895673655606736,0.815587168707597,0
birth_place:6,birth_place,preanswer,-0.10110811695357362,0.02590094393852993,21
birth_place:6,birth_place,subject,0.30952687788874644,0.7786452433263713,0
birth_place:7,birth_place,preanswer,-0.10303515139784937,0.010513584496396944,21
birth_place:7,birth_place,subject,0.3818093901881175,0.8824318739996561,0
birth_place:8,birth_place,preanswer,-0.10578444665162635,0.012748262365207541,21
birth_place:8,birth_place,subject,0.29277456641674954,0.8022496243200185,0
birth_place:9,birth_place,preanswer,-0.10951774549521176,0.01965212116413051,21
birth_place:9,birth_place,subject,0.30153828107450875,0.8481471577348808,0
capital:0,capital,preanswer,-0.08659122346347836,0.032886393198912844,21
capital:0,capital,subject,-0.012248132208384539,0.04260023807485902,0
capital:1,capital,preanswer,-0.09006141361477964,0.021809523191415825,21
capital:1,capital,subject,-0.015806162380907377,0.03903474466818746,0
capital:10,capital,preanswer,-0.09215661908307875,0.025328296603578493,21
capital:10,capital,subject,-0.015603377612253574,0.0393171667431792,0
capital:11,capital,preanswer,-0.0824061973962028,0.047881989542282066,21
capital:11,capital,subject,-0.012157035365155692,0.04038480223354057,0
capital:2,capital,preanswer,-0.08651306808218982,0.04762559858235449,21
capital:2,capital,subject,-0.015136567429043216,0.03767150744908687,0
capital:3,capital,preanswer,-0.0871929418683085,0.05526703121987253,21
capital:3,capital,subject,0.5518394302366733,0.9459407129166224,0
capital:4,capital,preanswer,-0.08667349445860706,0.034283593522779876,21
capital:4,capital,subject,-0.012207626996884095,0.0441547319518798,0
capital:5,capital,preanswer,-0.08510840191541713,0.05590625372574176,21
capital:5,capital,subject,0.5070848560126527,0.904967346673154,0
capital:6,capital,preanswer,-0.08547347787364311,0.05801502688590332,21
capital:6,capital,subject,-0.010143443463326692,0.04318119119852781,0
capital:7,capital,preanswer,-0.088975286489737,0.03062289569414023,21
capital:7,capital,subject,-0.016861230965599064,0.0406548745760863,0
capital:8,capital,preanswer,-0.08340581136580838,0.06524865955791692,21
capital:8,capital,subject,-0.009816160363220423,0.038283640405896935,0
capital:9,capital,preanswer,-0.0843900750577163,0.06420445549442921,21
capital:9,capital,subject,-0.012789467210008886,0.038229933093217316,0
currency:0,currency,preanswer,-0.08762656402129754,0.016097625773964563,21
currency:0,currency,subject,-0.01595751391215171,0.0423626452119964,0
currency:1,currency,preanswer,-0.08892132594484443,0.012459143431800768,21
currency:1,currency,subject,-0.019840071757583903,0.038873244330964285,0
currency:10,currency,preanswer,-0.09064673376203493,0.007924316394509634,21
currency:10,currency,subject,-0.020307742715242886,0.03955151930902945,1
currency:11,currency,preanswer,-0.08158004875409149,0.03443785090789642,21
currency:11,currency,subject,-0.01254963606605987,0.04039518918954965,0
currency:2,currency,preanswer,-0.08693639009428385,0.02039867820161756,21
currency:2,currency,subject,-0.01687787851566248,0.037566875107586384,0
currency:3,currency,preanswer,-0.09274055650743633,0.033587647093968,21
currency:3,currency,subject,0.5363901757890642,0.9436385883900309,0
currency:4,currency,preanswer,-0.08582770915293648,0.018771110836303673,21
currency:4,currency,subject,-0.01511520592876796,0.04432660369484709,0
currency:5,currency,preanswer,-0.08650141752194473,0.030087958795554703,21
currency:5,currency,subject,0.5069499297400893,0.9058508103021956,0
currency:6,currency,preanswer,-0.0886044394185342,0.013106297701597214,21
currency:6,currency,subject,-0.013234765646036118,0.04355505695848749,0
currency:7,currency,preanswer,-0.08992761202817849,0.012482855017438066,21
currency:7,currency,subject,-0.01663918246196423,0.04021856423015846,0
currency:8,currency,preanswer,-0.08477759482391571,0.023179859035845962,21
currency:8,currency,subject,-0.014691132721091356,0.03731708409208234,0
currency:9,currency,preanswer,-0.08620212443172637,0.02039112274845445,21
currency:9,currency,subject,-0.017175617218582018,0.03795397549754742,0
headquarters:0,headquarters,preanswer,-0.1061092409788648,0.003141080226861992,-1
headquarters:0,headquarters,subject,-0.08075256067836148,-0.046279395958690905,-1
headquarters:1,headquarters,preanswer,-0.10588711458594752,-0.0014150021879961727,-1
headquarters:1,headquarters,subject,-0.08218270703218877,-0.045845810549728805,-1
headquarters:10,headquarters,preanswer,-0.10673175929708241,0.0010927286789272905,-1
headquarters:10,headquarters,subject,-0.07976663572422106,-0.04315793627139286,-1
headquarters:11,headquarters,preanswer,-0.10287768695611656,0.011682105109547036,21
headquarters:11,headquarters,subject,-0.08034294303341985,-0.04719801664803969,-1
headquarters:2,headquarters,preanswer,-0.10914152531791736,-0.013382397253404954,-1
headquarters:2,headquarters,subject,-0.07944237101103434,-0.05191669387347764,-1
headquarters:3,headquarters,preanswer,-0.1096386268733995,-0.016389397622057933,-1
headquarters:3,headquarters,subject,-0.082793324444951,-0.0485416870902885,-1
headquarters:4,headquarters,preanswer,-0.10008248315102948,0.015610094887740678,21
headquarters:4,headquarters,subject,-0.07643570648294619,-0.03910420959194505,-1
headquarters:5,headquarters,preanswer,-0.10730525050567308,0.0020673798792290032,21
headquarters:5,headquarters,subject,-0.08500630286230582,-0.05388217306498333,-1
headquarters:6,headquarters,preanswer,-0.1073401940514422,-0.007866911477211747,-1
headquarters:6,headquarters,subject,-0.07847073644216201,-0.0450705969423959,-1
headquarters:7,headquarters,preanswer,-0.10599759347017175,-0.00776678775296058,-1
headquarters:7,headquarters,subject,-0.0743009947073373,-0.04622976120674249,-1
headquarters:8,headquarters,preanswer,-0.10351786532871732,0.01009394025260757,21
headquarters:8,headquarters,subject,-0.08332415780927421,-0.0527452677488327,-1
headquarters:9,headquarters,preanswer,-0.10678016222381775,0.004065221344882741,21
headquarters:9,headquarters,subject,-0.08288315950652982,-0.053043473850597045,-1
official_language:0,official_language,preanswer,-0.08938189980791789,0.005448405602664685,21
official_language:0,official_language,subject,-0.011779121477130429,0.046252645552158356,0
official_language:1,official_language,preanswer,-0.08932057499267176,0.009239776342204076,21
official_language:1,official_language,subject,-0.016386627316924102,0.04168334727485978,0
official_language:10,official_language,preanswer,-0.09170622825502393,0.00427978948661778,21
official_language:10,official_language,subject,-0.014563213121334113,0.0429359734284156,0
official_language:11,official_language,preanswer,-0.0873558693502085,0.020297957414930567,21
official_language:11,official_language,subject,-0.011993924455541994,0.04372025529543555,0
official_language:2,official_language,preanswer,-0.09044084582394889,0.009141353269418118,21
official_language:2,official_language,subject,-0.015047913833419595,0.04042931044982234,0
official_language:3,official_language,preanswer,-0.0914052118168176,0.017121280571728015,21
official_language:3,official_language,subject,0.5578007434366619,0.9480222748790049,0
official_language:4,official_language,preanswer,-0.09122766831068925,0.012735954401167926,21
official_language:4,official_language,subject,-0.014006902306014904,0.046657159670510095,0
official_language:5,official_language,preanswer,-0.08779900098640997,0.01904512919259793,21
official_language:5,official_language,subject,0.5325435981136215,0.9052126663313671,0
official_language:6,official_language,preanswer,-0.08884160580779012,0.01709748036933667,21
official_language:6,official_language,subject,-0.010489348215733033,0.046069528032658735,0
official_language:7,official_language,preanswer,-0.089669090434521,0.0070969891367537175,21
official_language:7,official_language,subject,-0.011648676719168452,0.042660852753077405,0
official_language:8,official_language,preanswer,-0.08845444628858594,0.013616562002536026,21
official_language:8,official_language,subject,-0.010510009120811105,0.04114647621684009,0
official_language:9,official_language,preanswer,-0.0883307449904865,0.01436857980760664,21
official_language:9,official_language,subject,-0.011533216249187123,0.04154112997154391,0
