relation,metric,family_a,family_b,mean_diff,ci_low,ci_high,sign_test_pvalue,num_pairs
birth_place,answer_f1,chat_template,declarative,0.11137566137566138,-0.03777447089947089,0.2540178571428571,0.21875,18
birth_place,answer_f1,chat_template,qa,0.1916225749559083,0.03393518518518519,0.3635846560846561,0.0703125,18
birth_place,answer_f1,chat_template,raw_question,0.1925925925925926,0.044444444444444446,0.3594444444444443,0.0625,18
birth_place,answer_f1,declarative,qa,0.08024691358024691,-0.03267636684303352,0.19341159611992945,0.7265625,18
birth_place,answer_f1,declarative,raw_question,0.08121693121693123,-0.08986111111111107,0.2398478835978836,0.453125,18
birth_place,answer_f1,qa,raw_question,0.0009700176366843061,-0.19871031746031745,0.20062610229276892,0.5078125,18
capital,answer_f1,chat_template,declarative,-0.16164021164021164,-0.3428604497354497,0.01023699294532628,0.143463134765625,18
capital,answer_f1,chat_template,qa,-0.15961199294532627,-0.3412268518518518,0.00358575837742504,0.210113525390625,18
capital,answer_f1,chat_template,raw_question,-0.0753968253968254,-0.26911375661375664,0.12077380952380938,0.34375,18
capital,answer_f1,declarative,qa,0.0020282186948853715,-0.0217956349206349,0.022708333333333337,0.3876953125,18
capital,answer_f1,declarative,raw_question,0.08624338624338625,-0.08460207231040565,0.2582120811287478,0.629058837890625,18
capital,answer_f1,qa,raw_question,0.08421516754850086,-0.07412037037037039,0.2521351410934744,0.803619384765625,18
currency,answer_f1,chat_template,declarative,-0.0558641975308642,-0.20531856261022927,0.1084413580246913,0.454498291015625,18
currency,answer_f1,chat_template,qa,-0.0022045855379188573,-0.09996252204585532,0.1025573192239859,0.34375,18
currency,answer_f1,chat_template,raw_question,-0.25458553791887123,-0.41892195767195767,-0.08931878306878314,0.00738525390625,18
currency,answer_f1,declarative,qa,0.05365961199294535,-0.08257385361552023,0.18880731922398586,0.629058837890625,18
currency,answer_f1,declarative,raw_question,-0.19872134038800704,-0.3347145061728395,-0.06401014109347454,0.049041748046875,18
currency,answer_f1,qa,raw_question,-0.2523809523809524,-0.36411816578483247,-0.1329805996472663,0.00048828125,18
headquarters,answer_f1,chat_template,declarative,0.16216931216931213,0.05803902116402117,0.28898699294532615,0.0018310546875,18
headquarters,answer_f1,chat_template,qa,0.2312610229276896,0.1071957671957672,0.35007495590828913,0.001953125,18
headquarters,answer_f1,chat_template,raw_question,0.0080246913580247,-0.0936926807760141,0.096847442680776,1.0,18
headquarters,answer_f1,declarative,qa,0.06909171075837743,-0.07650352733686067,0.21368055555555548,0.79052734375,18
headquarters,answer_f1,declarative,raw_question,-0.15414462081128744,-0.27524140211640213,-0.022776675485008897,0.0224609375,18
headquarters,answer_f1,qa,raw_question,-0.2232363315696649,-0.3265729717813051,-0.10095899470899469,0.0018310546875,18
official_language,answer_f1,chat_template,declarative,0.014285714285714278,-0.054375000000000014,0.09286706349206347,0.75390625,18
official_language,answer_f1,chat_template,qa,0.025396825396825386,-0.04406746031746033,0.09565476190476188,1.0,18
official_language,answer_f1,chat_template,raw_question,-0.02098765432098766,-0.09476080246913579,0.05525462962962962,0.7265625,18
official_language,answer_f1,declarative,qa,0.011111111111111113,-0.0206547619047619,0.04445436507936507,0.7265625,18
official_language,answer_f1,declarative,raw_question,-0.03527336860670194,-0.111494708994709,0.03978725749559078,1.0,18
official_language,answer_f1,qa,raw_question,-0.046384479717813044,-0.11628858024691358,0.027028218694885357,0.34375,18
