relation,prompt_family,target_rank,target_margin,full_exact_match,contains_expected,answer_f1,answer_similarity
birth_place,chat_template,487.2142857142857,-4.066964285714286,0.0,0.07142857142857142,0.047619047619047616,0.19619102513115663
birth_place,declarative,37.142857142857146,-2.0625,0.0,0.21428571428571427,0.13724489795918365,0.2888213439999154
birth_place,qa,132.07142857142858,-3.060267857142857,0.07142857142857142,0.42857142857142855,0.2511337868480726,0.36158880743559507
birth_place,raw_question,962.7142857142857,-10.084821428571429,0.21428571428571427,0.35714285714285715,0.29523809523809524,0.3610066594281415
capital,chat_template,8.357142857142858,-0.36607142857142855,0.21428571428571427,0.6428571428571429,0.4231292517006803,0.5360045326890458
capital,declarative,1.1428571428571428,1.7232142857142858,0.0,0.8571428571428571,0.2761904761904762,0.32457575733425603
capital,qa,1.0714285714285714,2.5714285714285716,0.0,0.7857142857142857,0.2871315192743764,0.4148681665752835
capital,raw_question,28.714285714285715,-5.78125,0.21428571428571427,0.7142857142857143,0.4486394557823129,0.5255399812824758
currency,chat_template,34.714285714285715,-1.4732142857142858,0.0,0.35714285714285715,0.42142857142857143,0.594123175128626
currency,declarative,6.142857142857143,-4.151785714285714,0.0,0.5,0.3963718820861678,0.5212247889529331
currency,qa,20.5,-2.5580357142857144,0.0,0.35714285714285715,0.476984126984127,0.5928441152976441
currency,raw_question,120.0,-7.848214285714286,0.0,0.07142857142857142,0.2571428571428572,0.46690879334191265
headquarters,chat_template,229.07142857142858,-2.6160714285714284,0.0,0.5714285714285714,0.30765306122448977,0.44244193346117777
headquarters,declarative,109.5,-0.09821428571428571,0.0,0.6428571428571429,0.5127551020408163,0.6269254161723717
headquarters,qa,235.28571428571428,-5.1875,0.14285714285714285,0.6428571428571429,0.5206349206349207,0.5509467758492049
headquarters,raw_question,561.1428571428571,-8.991071428571429,0.07142857142857142,0.42857142857142855,0.2941609977324263,0.3552084736294089
official_language,chat_template,2.142857142857143,0.22767857142857142,0.0,0.35714285714285715,0.12142857142857144,0.3233284805126689
official_language,declarative,1.0,1.4821428571428572,0.0,0.5714285714285714,0.1576530612244898,0.31529848209482875
official_language,qa,1.2142857142857142,0.6696428571428571,0.0,0.6428571428571429,0.16479591836734692,0.28652609666788104
official_language,raw_question,18.785714285714285,-6.1875,0.0,0.42857142857142855,0.10515873015873016,0.25899484060377886
