fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap
capital:0,capital,subject,0,0.5728596945603689,0.45976309940063703,0.11309659515973186
capital:0,capital,subject,1,0.7492158611615499,0.6148438211530447,0.13437204000850522
capital:0,capital,subject,2,0.675212154785792,0.5723469673345486,0.1028651874512434
capital:0,capital,subject,3,0.6732374926408132,0.5889987607176105,0.08423873192320275
capital:0,capital,subject,4,0.6630040605862936,0.5944319019714991,0.06857215861479449
capital:0,capital,subject,5,0.6422704011201859,0.5751513115440806,0.06711908957610524
capital:0,capital,subject,6,0.6438744018475214,0.56221170630306,0.08166269554446137
capital:0,capital,subject,7,0.6626717001199722,0.5863922319064537,0.0762794682135185
capital:0,capital,subject,8,0.6842999160289764,0.5998938453073303,0.08440607072164619
capital:0,capital,subject,9,0.7182647983233134,0.6425165335337321,0.0757482647895813
capital:0,capital,subject,10,0.7115445931752523,0.6373761023084322,0.07416849086682009
capital:0,capital,subject,11,0.7040550808111826,0.6309234909713268,0.07313158983985579
capital:0,capital,subject,12,0.7182530760765076,0.6514773151526848,0.06677576092382276
capital:0,capital,subject,13,0.7049754162629446,0.6564064535001913,0.04856896276275324
capital:0,capital,subject,14,0.6666585008303324,0.6429815689722697,0.023676931858062744
capital:0,capital,subject,15,0.6562998791535696,0.6266114308188359,0.02968844833473372
capital:0,capital,subject,16,0.654072051246961,0.641802346954743,0.012269704292217964
capital:0,capital,subject,17,0.6582845797141393,0.6565796273450056,0.0017049523691337054
capital:0,capital,subject,18,0.6540254851182302,0.6653284387042125,-0.011302953585982323
capital:0,capital,subject,19,0.6180422157049179,0.6566021274775267,-0.03855991177260876
capital:0,capital,subject,20,0.6451395849386851,0.6891042950252692,-0.04396471008658409
capital:0,capital,subject,21,0.722456286350886,0.7294155173003674,-0.006959230949481365
capital:0,capital,subject,22,0.7407401204109192,0.7485454653700193,-0.0078053449591001245
capital:0,capital,subject,23,0.48175061245759326,0.5525580563892921,-0.07080744393169885
capital:0,capital,preanswer,0,0.39393797020117444,0.539729023973147,-0.1457910537719726
capital:0,capital,preanswer,1,0.6026992400487264,0.70014363899827,-0.0974443989495436
capital:0,capital,preanswer,2,0.4614047358433406,0.5929582789540291,-0.1315535431106885
capital:0,capital,preanswer,3,0.4918641746044159,0.6145644038915634,-0.12270022928714752
capital:0,capital,preanswer,4,0.4860376218954722,0.609740503753225,-0.12370288185775274
capital:0,capital,preanswer,5,0.4851622134447098,0.6052526347339153,-0.12009042128920555
capital:0,capital,preanswer,6,0.47488454977671307,0.6015454300989708,-0.1266608803222577
capital:0,capital,preanswer,7,0.501952071984609,0.6239886774371067,-0.12203660545249773
capital:0,capital,preanswer,8,0.5035493771235148,0.6226998697966337,-0.11915049267311895
capital:0,capital,preanswer,9,0.559647927681605,0.6633150652050972,-0.10366713752349221
capital:0,capital,preanswer,10,0.5413602044185003,0.6475679768870274,-0.10620777246852708
capital:0,capital,preanswer,11,0.5574063509702682,0.6622056048363447,-0.10479925386607647
capital:0,capital,preanswer,12,0.5672857910394669,0.6674438131352266,-0.10015802209575975
capital:0,capital,preanswer,13,0.5750980377197266,0.6754236749062935,-0.10032563718656695
capital:0,capital,preanswer,14,0.6412606835365295,0.7241854326178631,-0.08292474908133352
capital:0,capital,preanswer,15,0.6347530484199524,0.719288152952989,-0.08453510453303659
capital:0,capital,preanswer,16,0.6825903058052063,0.7557184807956219,-0.07312817499041557
capital:0,capital,preanswer,17,0.7355070114135742,0.7930938961605231,-0.05758688474694884
capital:0,capital,preanswer,18,0.736473282178243,0.7962787250677744,-0.05980544288953138
capital:0,capital,preanswer,19,0.7265262405077616,0.7874528430402279,-0.06092660253246629
capital:0,capital,preanswer,20,0.7158108552296957,0.76249702150623,-0.046686166276534324
capital:0,capital,preanswer,21,0.6909603923559189,0.6689997302989165,0.021960662057002422
capital:0,capital,preanswer,22,0.6923882315556208,0.6749228897194067,0.017465341836214066
capital:0,capital,preanswer,23,0.3986601683621605,0.4510274953596915,-0.052367326997530994
