fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth
capital:0,capital,preanswer,-0.08761761575038285,0.021960662057002422,21
capital:0,capital,subject,0.04328939783186395,0.13437204000850522,0
capital:1,capital,preanswer,-0.09168113510774371,0.01114313118159771,21
capital:1,capital,subject,0.039392420566097514,0.12996024079620838,0
capital:2,capital,preanswer,-0.08826906577289466,0.03185940658052766,21
capital:2,capital,subject,0.039381480825896785,0.12845938031872106,0
capital:3,capital,preanswer,-0.08785464586900264,0.05724894627928734,21
capital:3,capital,subject,0.5756889800250065,0.9649255473632365,0
currency:0,currency,preanswer,-0.08686986337933277,0.016163717955350876,21
currency:0,currency,subject,0.03727939632274986,0.13391688248763478,0
currency:1,currency,preanswer,-0.08890702327900929,0.005789592862129211,-1
currency:1,currency,subject,0.03255889380913384,0.12965313872943318,0
currency:2,currency,preanswer,-0.0873881359778655,0.008937732626994377,21
currency:2,currency,subject,0.03544563454245994,0.12817536046107614,0
currency:3,currency,preanswer,-0.09289969003455352,0.03840009868144989,21
currency:3,currency,subject,0.5619901852381494,0.962103965653417,0
official_language:0,official_language,preanswer,-0.08882321202650523,0.005975650002559063,-1
official_language:0,official_language,subject,0.04460715513737845,0.1388371167704463,0
official_language:1,official_language,preanswer,-0.08955970209899533,0.00488918274641037,21
official_language:1,official_language,subject,0.038676676757556074,0.13312709207336115,0
official_language:2,official_language,preanswer,-0.0910047839897743,0.002994841585556629,21
official_language:2,official_language,subject,0.04010071304300153,0.13190259970724583,0
official_language:3,official_language,preanswer,-0.0917074876882301,0.021113013227780586,21
official_language:3,official_language,subject,0.584434937764955,0.9666265203074241,0
