fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap
capital:0,capital,subject,0,0.8604645530382792,0.8208554776554758,0.03960907538280334
capital:0,capital,subject,1,0.9018498857816061,0.848532259972258,0.05331762580934807
capital:0,capital,subject,2,0.9017597039540609,0.8456647104837678,0.05609499347029312
capital:0,capital,subject,3,0.8705970744291941,0.8104458112608303,0.06015126316836383
capital:0,capital,subject,4,0.8717998961607615,0.8061345395716754,0.06566535658908612
capital:0,capital,subject,5,0.8559381465117136,0.7923859904774211,0.06355215603429254
capital:0,capital,subject,6,0.8560434182484945,0.8121862927959724,0.04385712545252207
capital:0,capital,subject,7,0.8582890530427297,0.8203364666551352,0.03795258638759458
capital:0,capital,subject,8,0.8587140440940857,0.8218590888110074,0.03685495528307825
capital:0,capital,subject,9,0.8577441275119781,0.8220043566755273,0.03573977083645086
capital:0,capital,subject,10,0.8415417373180389,0.808209172196009,0.03333256512202998
capital:0,capital,subject,11,0.8465914328893026,0.8124403228813951,0.03415111000790749
capital:0,capital,subject,12,0.8522032002607981,0.8148450978438962,0.03735810241690185
capital:0,capital,subject,13,0.8504843612511953,0.8185496677390554,0.031934693512139956
capital:0,capital,subject,14,0.8560407857100168,0.8299868069589138,0.026053978751103046
capital:0,capital,subject,15,0.8738182584444681,0.8461891968141902,0.027629061630277896
capital:0,capital,subject,16,0.8859077791372935,0.8535207046026533,0.03238707453464018
capital:0,capital,subject,17,0.8840826650460561,0.8497719111090357,0.03431075393702043
capital:0,capital,subject,18,0.8709485729535421,0.841678239743818,0.029270333209724164
capital:0,capital,subject,19,0.8679236769676208,0.8512081009420481,0.01671557602557272
capital:0,capital,subject,20,0.8468777139981588,0.8324833383614366,0.01439437563672219
capital:0,capital,subject,21,0.8357702791690826,0.8307651196691123,0.00500515949997038
capital:0,capital,subject,22,0.7918075025081635,0.7984334054318342,-0.006625902923670712
capital:0,capital,subject,23,0.7302404344081879,0.753009372306141,-0.02276893789795309
capital:0,capital,subject,24,0.7247077822685242,0.7549964629791,-0.030288680710575777
capital:0,capital,subject,25,0.6765004098415375,0.718519388274713,-0.04201897843317548
capital:0,capital,subject,26,0.669087419907252,0.7027720455080271,-0.03368462560077512
capital:0,capital,subject,27,0.6355605324109396,0.6731874323026701,-0.037626899891730514
capital:0,capital,subject,28,0.6410126686096191,0.6778507581488653,-0.036838089539246166
capital:0,capital,subject,29,0.6677422871192297,0.6997448940846053,-0.0320026069653756
capital:0,capital,subject,30,0.6573270261287689,0.6889640917493538,-0.03163706562058488
capital:0,capital,subject,31,0.6234769473473231,0.6313596785237844,-0.007882731176461322
capital:0,capital,preanswer,0,0.778425395488739,0.8330564779991453,-0.05463108251040627
capital:0,capital,preanswer,1,0.8308019836743673,0.8731167597526853,-0.04231477607831802
capital:0,capital,preanswer,2,0.801736960808436,0.8514633737504482,-0.04972641294201219
