model_name,relation,prompt_family,candidate_type,fact_id,baseline_answer_f1,ablated_answer_f1,answer_f1_drop,baseline_contains_expected,ablated_contains_expected,contains_drop,baseline_rank,ablated_rank,baseline_target_selectivity,ablated_target_selectivity,target_selectivity_drop,same_subject_control_f1_increase,same_relation_control_f1_increase,lexical_distractor_f1_increase,max_control_f1_increase
smollm2_360m_base,capital,raw_question,invariant,capital:9,1.0,1.0,0.0,1.0,1.0,0.0,5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,declarative,invariant,capital:9,0.25,0.25,0.0,1.0,1.0,0.0,1,1,0.25,0.25,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,qa,invariant,capital:9,0.25,0.25,0.0,1.0,1.0,0.0,1,1,0.25,0.25,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,chat_template,invariant,capital:9,0.33333333333333337,0.33333333333333337,0.0,1.0,1.0,0.0,1,1,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,raw_question,invariant,capital:10,0.0,0.0,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,declarative,invariant,capital:10,0.2222222222222222,0.25,-0.02777777777777779,1.0,1.0,0.0,1,1,0.2222222222222222,0.25,-0.02777777777777779,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,qa,invariant,capital:10,0.25,0.25,0.0,1.0,1.0,0.0,1,1,0.25,0.25,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,chat_template,invariant,capital:10,0.4,0.4,0.0,1.0,1.0,0.0,1,1,0.4,0.4,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,raw_question,invariant,capital:11,0.5,0.5,0.0,1.0,1.0,0.0,85,85,0.5,0.5,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,declarative,invariant,capital:11,0.33333333333333337,0.33333333333333337,0.0,1.0,1.0,0.0,1,1,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0
smollm2_360m_base,capital,qa,invariant,capital:11,0.33333333333333337,0.33333333333333337,0.0,1.0,1.0,0.0,1,1,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0
