relation,metric,family_a,family_b,mean_diff,ci_low,ci_high,sign_test_pvalue,num_pairs
birth_place,answer_f1,chat_template,declarative,0.1601190476190476,0.016666666666666666,0.31669642857142855,0.125,12
birth_place,answer_f1,chat_template,qa,0.21203703703703702,0.07407407407407408,0.34550925925925907,0.0625,12
birth_place,answer_f1,chat_template,raw_question,0.16666666666666666,0.0,0.4166666666666667,0.5,12
birth_place,answer_f1,declarative,qa,0.05191798941798941,-0.08563822751322753,0.1973181216931216,1.0,12
birth_place,answer_f1,declarative,raw_question,0.006547619047619043,-0.178735119047619,0.17642857142857116,1.0,12
birth_place,answer_f1,qa,raw_question,-0.04537037037037036,-0.25277777777777777,0.2416898148148148,0.6875,12
capital,answer_f1,chat_template,declarative,-0.10132275132275133,-0.310775462962963,0.07705687830687816,0.548828125,12
capital,answer_f1,chat_template,qa,-0.09616402116402116,-0.30558035714285714,0.08173445767195762,0.548828125,12
capital,answer_f1,chat_template,raw_question,0.029761904761904757,-0.18740079365079365,0.2579365079365079,0.7265625,12
capital,answer_f1,declarative,qa,0.005158730158730168,-0.01521990740740739,0.02420965608465609,0.453125,12
capital,answer_f1,declarative,raw_question,0.13108465608465608,-0.06385085978835979,0.3064550264550264,0.548828125,12
capital,answer_f1,qa,raw_question,0.1259259259259259,-0.06421957671957673,0.29231812169312166,0.548828125,12
currency,answer_f1,chat_template,declarative,-0.04470899470899472,-0.2419477513227513,0.15753968253968237,0.548828125,12
currency,answer_f1,chat_template,qa,0.023148148148148154,-0.059259259259259255,0.13805555555555546,1.0,12
currency,answer_f1,chat_template,raw_question,-0.19166666666666665,-0.3222222222222222,-0.041597222222222285,0.0390625,12
currency,answer_f1,declarative,qa,0.06785714285714288,-0.12818783068783068,0.270651455026455,0.548828125,12
currency,answer_f1,declarative,raw_question,-0.14695767195767193,-0.3296626984126984,0.04340277777777775,0.2265625,12
currency,answer_f1,qa,raw_question,-0.21481481481481482,-0.36124999999999996,-0.08888888888888889,0.015625,12
headquarters,answer_f1,chat_template,declarative,0.12003968253968254,-0.0014384920634920488,0.2919477513227513,0.0390625,12
headquarters,answer_f1,chat_template,qa,0.2843253968253968,0.13583829365079364,0.44249999999999995,0.015625,12
headquarters,answer_f1,chat_template,raw_question,0.04160052910052912,-0.0656001984126984,0.14389054232804221,0.7265625,12
headquarters,answer_f1,declarative,qa,0.16428571428571428,-0.010201719576719568,0.34355489417989415,0.75390625,12
headquarters,answer_f1,declarative,raw_question,-0.07843915343915343,-0.21733465608465605,0.052334656084656025,0.2890625,12
headquarters,answer_f1,qa,raw_question,-0.24272486772486768,-0.3927579365079365,-0.08291666666666696,0.0390625,12
official_language,answer_f1,chat_template,declarative,0.04226190476190475,-0.03574404761904763,0.1351190476190476,1.0,12
official_language,answer_f1,chat_template,qa,0.02976190476190475,-0.04227678571428573,0.11016369047619043,1.0,12
official_language,answer_f1,chat_template,raw_question,-0.039814814814814824,-0.1315277777777778,0.029166666666666664,0.625,12
official_language,answer_f1,declarative,qa,-0.012500000000000004,-0.04407738095238096,0.01726190476190476,1.0,12
official_language,answer_f1,declarative,raw_question,-0.08207671957671957,-0.18509920634920632,0.0012847222222222014,0.2890625,12
official_language,answer_f1,qa,raw_question,-0.06957671957671957,-0.16072585978835977,0.01489748677248676,0.2890625,12
