relation,prompt_family,metric,mean,ci_low,ci_high,count
birth_place,chat_template,full_exact_match,0.0,0.0,0.0,12
birth_place,chat_template,contains_expected,0.0,0.0,0.0,12
birth_place,chat_template,answer_f1,0.0,0.0,0.0,12
birth_place,chat_template,answer_similarity,0.1821890591670824,0.14647225774048395,0.22568680689778492,12
birth_place,declarative,full_exact_match,0.0,0.0,0.0,12
birth_place,declarative,contains_expected,0.25,0.08125000000000011,0.5,12
birth_place,declarative,answer_f1,0.16011904761904763,0.03333333333333333,0.31608630952380956,12
birth_place,declarative,answer_similarity,0.3250708357059983,0.21514806865353106,0.44817983973738545,12
birth_place,qa,full_exact_match,0.0,0.0,0.0,12
birth_place,qa,contains_expected,0.4166666666666667,0.16666666666666666,0.6666666666666666,12
birth_place,qa,answer_f1,0.21203703703703702,0.07756944444444445,0.35472222222222216,12
birth_place,qa,answer_similarity,0.37273681991095226,0.24318764729815637,0.49554561086238574,12
birth_place,raw_question,full_exact_match,0.16666666666666666,0.0,0.4166666666666667,12
birth_place,raw_question,contains_expected,0.16666666666666666,0.0,0.4166666666666667,12
birth_place,raw_question,answer_f1,0.16666666666666666,0.0,0.4166666666666667,12
birth_place,raw_question,answer_similarity,0.2935808163543669,0.11795626608414628,0.5066158440120232,12
capital,chat_template,full_exact_match,0.16666666666666666,0.0,0.4166666666666667,12
capital,chat_template,contains_expected,0.5833333333333334,0.3312500000000001,0.8333333333333334,12
capital,chat_template,answer_f1,0.38650793650793647,0.1865079365079365,0.6032539682539682,12
capital,chat_template,answer_similarity,0.5200754635758166,0.33553090161574145,0.688647573583861,12
capital,declarative,full_exact_match,0.0,0.0,0.0,12
capital,declarative,contains_expected,0.8333333333333334,0.5833333333333334,1.0,12
capital,declarative,answer_f1,0.2851851851851852,0.2105439814814815,0.3680787037037037,12
capital,declarative,answer_similarity,0.3386076143258628,0.27202099495624565,0.41797885724557227,12
capital,qa,full_exact_match,0.0,0.0,0.0,12
