relation,prompt_family,target_rank,target_margin,full_exact_match,contains_expected,answer_f1,answer_similarity
birth_place,chat_template,359.8333333333333,-3.765625,0.0,0.0,0.0,0.1821890591670824
birth_place,declarative,80.0,-2.390625,0.0,0.25,0.1601190476190476,0.3250708357059983
birth_place,qa,161.33333333333334,-3.4739583333333335,0.0,0.4166666666666667,0.21203703703703702,0.37273681991095226
birth_place,raw_question,1090.5,-9.971354166666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2935808163543669
capital,chat_template,5.25,-0.2760416666666667,0.16666666666666666,0.5833333333333334,0.3865079365079365,0.5200754635758166
capital,declarative,1.1666666666666667,1.5416666666666667,0.0,0.8333333333333334,0.2851851851851852,0.3386076143258628
capital,qa,1.0833333333333333,2.625,0.0,0.75,0.29034391534391535,0.4309441673108037
capital,raw_question,22.833333333333332,-5.536458333333333,0.16666666666666666,0.6666666666666666,0.4162698412698413,0.5084291234620338
currency,chat_template,40.083333333333336,-1.5677083333333333,0.0,0.4166666666666667,0.45,0.5969645211810255
currency,declarative,5.583333333333333,-4.010416666666667,0.0,0.5833333333333334,0.4052910052910053,0.5416795470115047
currency,qa,23.5,-2.7760416666666665,0.0,0.4166666666666667,0.47314814814814815,0.5992601634994255
currency,raw_question,136.08333333333334,-8.015625,0.0,0.08333333333333333,0.25833333333333336,0.47674446942521387
headquarters,chat_template,268.6666666666667,-3.1770833333333335,0.0,0.5,0.2351190476190476,0.387475669871254
headquarters,declarative,136.75,-1.140625,0.0,0.5,0.3551587301587302,0.47876790439972067
headquarters,qa,272.3333333333333,-4.708333333333333,0.16666666666666666,0.6666666666666666,0.5194444444444445,0.5570552733617689
headquarters,raw_question,637.5,-8.796875,0.08333333333333333,0.4166666666666667,0.27671957671957675,0.36299367446774267
official_language,chat_template,2.0833333333333335,0.296875,0.0,0.4166666666666667,0.1416666666666667,0.338706933191262
official_language,declarative,1.0,1.5833333333333333,0.0,0.6666666666666666,0.18392857142857144,0.3333924178006023
official_language,qa,1.25,0.6770833333333334,0.0,0.6666666666666666,0.1714285714285714,0.29453737104227495
official_language,raw_question,18.833333333333332,-6.151041666666667,0.0,0.4166666666666667,0.10185185185185186,0.25807150008425367
