fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth
birth_place:0,birth_place,preanswer,-0.00480067495590008,0.0656295231345928,12
birth_place:0,birth_place,subject,0.045537682479053015,0.16626573472537776,0
birth_place:1,birth_place,preanswer,-0.003551001998012621,0.08212107927961787,12
birth_place:1,birth_place,subject,0.0604088615673819,0.2583726373021349,3
birth_place:10,birth_place,preanswer,-0.0056414306044236685,0.07359537256486481,12
birth_place:10,birth_place,subject,0.07737077237969195,0.2761662015409181,0
birth_place:11,birth_place,preanswer,-0.0037233489624836883,0.07786464950803562,12
birth_place:11,birth_place,subject,0.07511688455287056,0.2607517434340535,0
birth_place:2,birth_place,preanswer,-0.0051021968012186164,0.06763269628087676,12
birth_place:2,birth_place,subject,0.08112505366335866,0.29267888499254535,0
birth_place:3,birth_place,preanswer,0.0017893182642731184,0.09530039154218906,12
birth_place:3,birth_place,subject,0.08204032831922523,0.31939998590810736,0
birth_place:4,birth_place,preanswer,-0.0025650422352990043,0.08402920119238622,12
birth_place:4,birth_place,subject,0.0797251249312326,0.2967895543992971,0
birth_place:5,birth_place,preanswer,-0.005028228939084405,0.06409646333618602,12
birth_place:5,birth_place,subject,0.06548641743107073,0.25018997027566936,0
birth_place:6,birth_place,preanswer,-0.0012677888207384197,0.09133951873941859,12
birth_place:6,birth_place,subject,0.07788516198377428,0.30589771751229733,0
birth_place:7,birth_place,preanswer,0.007402629992571945,0.10554059369094437,12
birth_place:7,birth_place,subject,0.07782299232571967,0.29068607698674453,0
birth_place:8,birth_place,preanswer,-0.0031406156882770844,0.0696108647142395,12
birth_place:8,birth_place,subject,0.049675299307986136,0.2269685073671016,2
birth_place:9,birth_place,preanswer,0.0009264421163980636,0.0771927545693788,12
birth_place:9,birth_place,subject,0.08487529626590883,0.49816691886746517,3
capital:0,capital,preanswer,0.008177181733858396,0.10411775812055124,12
capital:0,capital,subject,0.055242790937774906,0.2506170444416278,0
capital:1,capital,preanswer,0.006338732393769318,0.104609509534908,12
capital:1,capital,subject,0.05149231013537758,0.22756825743073772,0
capital:10,capital,preanswer,0.00898073552417811,0.11033194026712223,12
capital:10,capital,subject,0.059303654313106295,0.2684763894472836,0
capital:11,capital,preanswer,0.010068403665322847,0.11760664245847507,12
capital:11,capital,subject,0.06186707583114955,0.27868347806912486,0
capital:2,capital,preanswer,0.005538070511246527,0.09771288050846616,12
capital:2,capital,subject,0.05342520801632693,0.23890624093738466,0
capital:3,capital,preanswer,0.011202037172019237,0.13188656950087263,12
capital:3,capital,subject,0.0762843464607818,0.353879954750565,0
capital:4,capital,preanswer,0.007051262275328762,0.11619776961478323,12
capital:4,capital,subject,0.05482185825780787,0.24161010009772843,0
capital:5,capital,preanswer,0.006210317684107014,0.09796343755089876,12
capital:5,capital,subject,0.1583645594590861,0.8504645960673577,0
capital:6,capital,preanswer,0.010367807971633981,0.11631538662495033,12
capital:6,capital,subject,0.0547809676409884,0.24934979213514563,0
capital:7,capital,preanswer,0.01147298192133444,0.1239728174652115,12
capital:7,capital,subject,0.056341387716401056,0.25839416557132755,0
capital:8,capital,preanswer,0.00974939667125464,0.10334213698903716,12
capital:8,capital,subject,0.06012228308504238,0.26392638796912227,0
capital:9,capital,preanswer,0.014311287517428896,0.1235294598295833,12
capital:9,capital,subject,0.05843516212797124,0.28305966423993756,0
currency:0,currency,preanswer,-0.002245118963725787,0.06779389399470703,12
currency:0,currency,subject,0.052648591988497376,0.23708945785112912,0
currency:1,currency,preanswer,-0.0011783117959150435,0.08274417968861991,12
currency:1,currency,subject,0.05001447985406575,0.2230877167912143,0
currency:10,currency,preanswer,-0.0001634684293963795,0.07980532007235464,12
currency:10,currency,subject,0.056663724520127676,0.26181177809044276,0
currency:11,currency,preanswer,-0.0016769425836093575,0.0847058225084435,12
currency:11,currency,subject,0.059475879179414104,0.2718947639434852,0
currency:2,currency,preanswer,-0.004246908295680119,0.06812098340103123,12
currency:2,currency,subject,0.05088168305896776,0.2281011767600748,0
currency:3,currency,preanswer,-0.0005537099306869853,0.08900634052627021,12
currency:3,currency,subject,0.0693419580575179,0.3142560758684395,0
currency:4,currency,preanswer,-0.00288543198767245,0.08442931543245469,12
currency:4,currency,subject,0.052244468616409495,0.23339625107914652,0
currency:5,currency,preanswer,-0.0023427140383168823,0.06532782338785403,12
currency:5,currency,subject,0.15553221590456362,0.8683562057064564,0
currency:6,currency,preanswer,-0.003863368021098496,0.07608821367224061,12
currency:6,currency,subject,0.053076968769784336,0.24090064407298062,0
currency:7,currency,preanswer,0.0015177006384889638,0.08743652904575516,12
currency:7,currency,subject,0.05422506491286738,0.25272641649864847,0
currency:8,currency,preanswer,0.000375552187589072,0.07675023275342852,12
currency:8,currency,subject,0.061099675806985575,0.27411698188745615,0
currency:9,currency,preanswer,-0.001617600529075231,0.07919415492903104,12
currency:9,currency,subject,0.05553938825975364,0.27430348239387525,0
headquarters:0,headquarters,preanswer,-0.0042280295067263,0.10217184516968147,12
headquarters:0,headquarters,subject,0.05729534069659434,0.33151610573810164,0
headquarters:1,headquarters,preanswer,-0.006663837435816787,0.0928774268338175,12
headquarters:1,headquarters,subject,0.05095346594975651,0.30872306001908845,0
headquarters:10,headquarters,preanswer,-0.0032489389422052186,0.08469351776170009,12
headquarters:10,headquarters,subject,0.04958594743137308,0.28893270349186484,0
headquarters:11,headquarters,preanswer,-0.0009045467142843476,0.09384645284576854,12
headquarters:11,headquarters,subject,0.051745194029251124,0.30452917499298404,0
headquarters:2,headquarters,preanswer,-0.008545552067590322,0.07873839489889867,12
headquarters:2,headquarters,subject,0.048434333791109674,0.2726563771227093,0
headquarters:3,headquarters,preanswer,-0.008812804742847957,0.07328544139410509,12
headquarters:3,headquarters,subject,0.04648704396918267,0.27017008733342995,0
headquarters:4,headquarters,preanswer,-0.005941554610789919,0.09011562981388788,12
headquarters:4,headquarters,subject,0.0673994888404152,0.4301015160639178,0
headquarters:5,headquarters,preanswer,-0.008484060457446652,0.07661653422948078,12
headquarters:5,headquarters,subject,0.05203286104957866,0.298980981788852,0
headquarters:6,headquarters,preanswer,-0.008290364842482448,0.07206315377896477,12
headquarters:6,headquarters,subject,0.047795591668950185,0.2632582491320191,0
headquarters:7,headquarters,preanswer,-0.0034414277551539085,0.08609359101815661,12
headquarters:7,headquarters,subject,0.05847757891987008,0.33555519970303227,0
headquarters:8,headquarters,preanswer,-0.004178394451220989,0.06983774223110895,12
headquarters:8,headquarters,subject,0.050986139884576065,0.3136722819710319,0
headquarters:9,headquarters,preanswer,-0.004738060226789366,0.08665992658246646,12
headquarters:9,headquarters,subject,0.052147342657250184,0.3160423476136093,0
official_language:0,official_language,preanswer,-0.009196768821333143,0.039145422704292,12
official_language:0,official_language,subject,0.05623384233507695,0.25840874617411336,0
official_language:1,official_language,preanswer,-0.012085326147651447,0.033819591570081076,12
official_language:1,official_language,subject,0.050599687047591206,0.22695530174920953,0
official_language:10,official_language,preanswer,-0.009764336222023863,0.03630738129669975,12
official_language:10,official_language,subject,0.05905719095549425,0.27598677593932464,0
official_language:11,official_language,preanswer,-0.01106452286676173,0.034639123488556245,12
official_language:11,official_language,subject,0.06329477527915729,0.2913403078687913,0
official_language:2,official_language,preanswer,-0.013525211855907132,0.02606051945776655,12
official_language:2,official_language,subject,0.05276547396996118,0.24154306996867736,0
official_language:3,official_language,preanswer,-0.008983094778275675,0.03554697944359342,12
official_language:3,official_language,subject,0.07276798399111965,0.3333152558682768,0
official_language:4,official_language,preanswer,-0.011654240435133557,0.03451759063384752,12
official_language:4,official_language,subject,0.055695923380804584,0.2537534783283869,0
official_language:5,official_language,preanswer,-0.011730196195896011,0.027594149790026945,12
official_language:5,official_language,subject,0.16166129426619896,0.8558653533091826,0
official_language:6,official_language,preanswer,-0.01030033689011076,0.03722943410728918,12
official_language:6,official_language,subject,0.054688119039453746,0.2563780546470573,0
official_language:7,official_language,preanswer,-0.008392339860017008,0.041968395764177546,12
official_language:7,official_language,subject,0.05701215552896737,0.26861657319364673,0
official_language:8,official_language,preanswer,-0.0086932766505263,0.04059226731910859,12
official_language:8,official_language,subject,0.0620808113199386,0.2874607103947324,0
official_language:9,official_language,preanswer,-0.00906096838308055,0.037767482187711754,12
official_language:9,official_language,subject,0.05879993605512109,0.2942514413629066,0
