fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap
capital:0,capital,subject,0,0.9948256115118662,0.826836783438921,0.16798882807294524
capital:0,capital,subject,1,0.999761164188385,0.9937710054218769,0.005990158766508102
capital:0,capital,subject,2,0.9996974368890127,0.988357008180835,0.011340428708177641
capital:0,capital,subject,3,0.9996997614701589,0.9397207139567896,0.059979047513369355
capital:0,capital,subject,4,0.9985140661398569,0.9332913475280459,0.06522271861181106
capital:0,capital,subject,5,0.9996238748232523,0.9789345928213813,0.020689282001871034
capital:0,capital,subject,6,0.9991277654965719,0.979935899715532,0.01919186578103993
capital:0,capital,subject,7,0.998945564031601,0.9866076105020263,0.012337953529574675
capital:0,capital,subject,8,0.9992415507634481,0.9913332045755603,0.007908346187887827
capital:0,capital,subject,9,0.9991884032885233,0.9919769398190759,0.007211463469447454
capital:0,capital,subject,10,0.9988229672114054,0.9924612773413007,0.006361689870104659
capital:0,capital,subject,11,0.994321475426356,0.967298340391029,0.02702313503532694
capital:0,capital,subject,12,0.9941956500212351,0.910591121762991,0.08360452825824416
capital:0,capital,subject,13,0.9954719046751658,0.9382747618312185,0.05719714284394728
capital:0,capital,subject,14,0.992718905210495,0.9342778362333775,0.05844106897711754
capital:0,capital,subject,15,0.9918957849343618,0.9137519831684503,0.07814380176591151
capital:0,capital,subject,16,0.9931572675704956,0.9380355345254595,0.05512173304503609
capital:0,capital,subject,17,0.966947873433431,0.7163308289918032,0.2506170444416278
capital:0,capital,preanswer,0,0.7962760229905447,0.8476340140808712,-0.05135799109032657
capital:0,capital,preanswer,1,0.977651427189509,0.9832350865683772,-0.005583659378868178
capital:0,capital,preanswer,2,0.9767014384269714,0.9826181845908816,-0.005916746163910136
capital:0,capital,preanswer,3,0.932917465766271,0.9499091692268848,-0.01699170346061385
capital:0,capital,preanswer,4,0.8735033671061198,0.905075360766866,-0.031571993660746256
capital:0,capital,preanswer,5,0.9599281549453735,0.9697126922282305,-0.009784537282856998
capital:0,capital,preanswer,6,0.9788710176944733,0.9841677624393593,-0.005296744744886062
capital:0,capital,preanswer,7,0.9835369984308878,0.9877019253644076,-0.004164926933519775
capital:0,capital,preanswer,8,0.9859959781169891,0.9895038635215976,-0.0035078854046084462
capital:0,capital,preanswer,9,0.980005701382955,0.9849802120165392,-0.004974510633584228
capital:0,capital,preanswer,10,0.9826817711194357,0.9867274534295906,-0.004045682310154897
