relation,prompt_family,target_rank,target_margin,full_exact_match,contains_expected,answer_f1,answer_similarity
birth_place,chat_template,95846.35714285714,-19.462332589285715,0.07142857142857142,0.42857142857142855,0.32857142857142857,0.43225352341893697
birth_place,declarative,150.92857142857142,-3.314732142857143,0.0,0.2857142857142857,0.170578231292517,0.3312517803224239
birth_place,qa,649.2142857142857,-4.795758928571429,0.14285714285714285,0.35714285714285715,0.2952380952380952,0.44612713267956133
birth_place,raw_question,2357.8571428571427,-8.370814732142858,0.0,0.21428571428571427,0.1619047619047619,0.314753463685191
capital,chat_template,35835.42857142857,-10.895647321428571,0.0,0.5714285714285714,0.24285714285714285,0.2812079524265075
capital,declarative,5.142857142857143,-0.5982142857142857,0.0,0.42857142857142855,0.1497835497835498,0.2638344686002943
capital,qa,1.1428571428571428,1.9151785714285714,0.7857142857142857,0.7857142857142857,0.869047619047619,0.9819972654074036
capital,raw_question,55.142857142857146,-4.361607142857143,0.21428571428571427,0.2857142857142857,0.25811688311688313,0.34848453864487183
currency,chat_template,10459.714285714286,-5.537388392857143,0.0,0.42857142857142855,0.20748299319727895,0.3814630248510468
currency,declarative,66.21428571428571,-5.417410714285714,0.0,0.5714285714285714,0.3293805400948258,0.4479280973817147
currency,qa,6.571428571428571,-0.8705357142857143,0.14285714285714285,0.42857142857142855,0.48809523809523814,0.7173651450775023
currency,raw_question,108.42857142857143,-3.640625,0.0,0.14285714285714285,0.1261904761904762,0.36332541984867406
headquarters,chat_template,80938.71428571429,-16.244698660714285,0.07142857142857142,0.7857142857142857,0.39754689754689754,0.43049807449216676
headquarters,declarative,28.214285714285715,-1.3616071428571428,0.0,0.35714285714285715,0.25301999587713875,0.39347997312251515
headquarters,qa,24.857142857142858,-1.5446428571428572,0.14285714285714285,0.8571428571428571,0.4235930735930736,0.459317025236016
headquarters,raw_question,1550.642857142857,-9.238839285714286,0.0,0.6428571428571429,0.3643939393939394,0.4653735233395194
official_language,chat_template,20378.5,-11.0078125,0.0,0.07142857142857142,0.014285714285714285,0.17388862137184508
official_language,declarative,5.857142857142857,-0.8214285714285714,0.0,0.7857142857142857,0.2619047619047619,0.4231458284796319
official_language,qa,1.0714285714285714,1.15625,0.5714285714285714,0.6428571428571429,0.5892857142857143,0.830218478735999
official_language,raw_question,27.0,-4.017857142857143,0.0,0.2857142857142857,0.047619047619047616,0.208397462608883
