model_name,model_variant,relation,fact_id,relation_control_fact_id,best_family,worst_family,layer_strategy,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,projected_best_control_answer_f1,project_best_control_answer_f1_delta,projected_best_control_selectivity,project_best_control_selectivity_delta,projected_best_control_alignment,project_best_control_alignment_delta,projected_best_random_answer_f1,project_best_random_answer_f1_delta,projected_best_random_selectivity,project_best_random_selectivity_delta,projected_best_random_alignment,project_best_random_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta,patched_worst_control_answer_f1,patch_worst_control_answer_f1_delta,patched_worst_control_selectivity,patch_worst_control_selectivity_delta,patched_worst_control_alignment,patch_worst_control_alignment_delta,patched_worst_random_answer_f1,patch_worst_random_answer_f1_delta,patched_worst_random_selectivity,patch_worst_random_selectivity_delta,patched_worst_random_alignment,patch_worst_random_alignment_delta
gemma_270m_base,base,capital,capital:14,capital:15,declarative,qa,primary,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.05870431661605835,-0.202842116355896,-0.26154643297195435,0.0,0.0,0.0,0.0,-0.004104137420654297,-0.06280845403671265,0.0,0.0,0.0,0.0,0.05962777137756348,0.000923454761505127,0.0,0.0,0.0,0.0,0.0,0.0,0.12763696908950806,0.14842993021011353,0.02079296112060547,0.0,0.0,0.0,0.0,0.033058881759643555,-0.0945780873298645,0.0,0.0,0.0,0.0,-0.02205681800842285,-0.1496937870979309
gemma_270m_base,base,capital,capital:15,capital:16,declarative,qa,primary,0,12,0.19999999999999998,0.0,-0.19999999999999998,0.19999999999999998,0.0,-0.19999999999999998,0.0800471305847168,-0.22282350063323975,-0.30287063121795654,0.19999999999999998,0.0,0.19999999999999998,0.0,0.08077496290206909,0.0007278323173522949,0.19999999999999998,0.0,0.19999999999999998,0.0,0.07948565483093262,-0.0005614757537841797,0.0,0.0,0.0,0.0,0.0,0.0,0.13174766302108765,0.14260441064834595,0.0108567476272583,0.0,0.0,0.0,0.0,0.08962661027908325,-0.042121052742004395,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.06456005573272705,-0.0671876072883606
gemma_270m_base,base,capital,capital:16,capital:17,declarative,qa,primary,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.07326078414916992,-0.04343819618225098,-0.1166989803314209,0.0,0.0,0.0,0.0,0.0017687678337097168,-0.0714920163154602,0.0,0.0,0.0,0.0,0.07481449842453003,0.0015537142753601074,0.0,0.0,0.0,0.0,0.0,0.0,0.13566482067108154,0.1535443663597107,0.01787954568862915,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10130351781845093,-0.034361302852630615,0.0,0.0,0.0,0.0,0.03436344861984253,-0.10130137205123901
gemma_270m_base,base,capital,capital:17,capital:2,declarative,qa,primary,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0716695785522461,-0.20834410190582275,-0.28001368045806885,0.0,0.0,0.0,0.0,-0.04193061590194702,-0.11360019445419312,0.0,0.0,0.0,0.0,0.07604414224624634,0.004374563694000244,0.0,0.0,0.0,0.0,0.0,0.0,0.1268906593322754,0.14465415477752686,0.017763495445251465,0.0,0.0,0.0,0.0,-0.0021629929542541504,-0.12905365228652954,0.0,0.0,0.0,0.0,-0.040651917457580566,-0.16754257678985596
gemma_270m_base,base,official_language,official_language:14,official_language:15,declarative,qa,primary,0,12,0.19999999999999998,0.0,-0.19999999999999998,0.0,0.0,0.0,0.04986447095870972,-0.16111260652542114,-0.21097707748413086,0.0,-0.19999999999999998,0.0,0.0,0.010620057582855225,-0.03924441337585449,0.19999999999999998,0.0,0.0,0.0,0.0490260124206543,-0.0008384585380554199,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.06379801034927368,0.07760816812515259,0.013810157775878906,0.0,-0.2222222222222222,0.0,0.0,0.017055273056030273,-0.04674273729324341,0.0,-0.2222222222222222,0.0,0.0,0.010009944438934326,-0.053788065910339355
gemma_270m_base,base,official_language,official_language:15,official_language:16,declarative,qa,primary,0,12,0.2222222222222222,0.0,-0.2222222222222222,0.2222222222222222,0.0,-0.2222222222222222,0.06761467456817627,-0.16186392307281494,-0.2294785976409912,0.19999999999999998,-0.022222222222222227,0.19999999999999998,-0.022222222222222227,0.06469327211380005,-0.0029214024543762207,0.19999999999999998,-0.022222222222222227,0.19999999999999998,-0.022222222222222227,0.06599479913711548,-0.001619875431060791,0.2222222222222222,0.19999999999999998,-0.022222222222222227,0.2222222222222222,0.19999999999999998,-0.022222222222222227,0.08084923028945923,0.08563125133514404,0.0047820210456848145,0.0,-0.2222222222222222,0.0,-0.2222222222222222,0.04406535625457764,-0.03678387403488159,0.0,-0.2222222222222222,0.0,-0.2222222222222222,-0.04268455505371094,-0.12353378534317017
gemma_270m_base,base,official_language,official_language:16,official_language:17,declarative,qa,primary,0,12,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.06368404626846313,0.02403879165649414,-0.039645254611968994,0.0,0.0,0.0,0.0,0.006774306297302246,-0.05690973997116089,0.0,0.0,0.0,0.0,0.0639229416847229,0.00023889541625976562,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0834193229675293,0.09865331649780273,0.015233993530273438,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0534403920173645,-0.029978930950164795,0.0,-0.2222222222222222,0.0,-0.2222222222222222,0.006759345531463623,-0.07665997743606567
gemma_270m_base,base,official_language,official_language:17,official_language:2,declarative,qa,primary,0,12,0.25,0.0,-0.25,0.25,0.0,-0.25,0.060439467430114746,-0.15304553508758545,-0.2134850025177002,0.0,-0.25,0.0,-0.25,-0.02899932861328125,-0.089438796043396,0.25,0.0,0.25,0.0,0.049508750438690186,-0.01093071699142456,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.062454938888549805,0.06765085458755493,0.005195915699005127,0.0,-0.2222222222222222,0.0,-0.2222222222222222,-0.004999995231628418,-0.06745493412017822,0.19999999999999998,-0.022222222222222227,0.19999999999999998,-0.022222222222222227,-0.054197072982788086,-0.11665201187133789
gemma_270m_base,base,currency,currency:14,currency:15,declarative,qa,primary,0,12,0.2,0.0,-0.2,0.0,0.0,0.0,0.07480412721633911,-0.18467319011688232,-0.25947731733322144,0.2,0.0,-0.16363636363636364,-0.16363636363636364,0.011097192764282227,-0.06370693445205688,0.2,0.0,0.0,0.0,0.07567816972732544,0.0008740425109863281,0.4,0.4,0.0,0.0,0.0,0.0,0.08929681777954102,0.10270971059799194,0.013412892818450928,0.0,-0.4,0.0,0.0,0.021288275718688965,-0.06800854206085205,0.0,-0.4,0.0,0.0,-0.018646419048309326,-0.10794323682785034
gemma_270m_base,base,currency,currency:15,currency:16,declarative,qa,primary,0,12,0.5,0.0,-0.5,0.5,0.0,-0.5,0.08643525838851929,-0.2004449963569641,-0.2868802547454834,0.5714285714285715,0.07142857142857151,0.5714285714285715,0.07142857142857151,0.0857858657836914,-0.0006493926048278809,0.5714285714285715,0.07142857142857151,0.5714285714285715,0.07142857142857151,0.08697491884231567,0.0005396604537963867,0.22222222222222224,0.8,0.5777777777777778,0.22222222222222224,0.8,0.5777777777777778,0.08897095918655396,0.10385996103286743,0.014889001846313477,0.0,-0.22222222222222224,0.0,-0.22222222222222224,0.05797898769378662,-0.030991971492767334,0.16666666666666669,-0.05555555555555555,0.16666666666666669,-0.05555555555555555,0.0018785595893859863,-0.08709239959716797
gemma_270m_base,base,currency,currency:16,currency:17,declarative,qa,primary,0,12,0.2222222222222222,0.0,-0.2222222222222222,0.0,0.0,0.0,0.08925890922546387,-0.027371525764465332,-0.1166304349899292,0.0,-0.2222222222222222,0.0,0.0,0.012713789939880371,-0.0765451192855835,0.2222222222222222,0.0,0.0,0.0,0.08808255195617676,-0.0011763572692871094,0.0,0.5,0.5,0.0,0.0,0.0,0.09640032052993774,0.11575645208358765,0.019356131553649902,0.5,0.5,0.0,0.0,0.06695562601089478,-0.02944469451904297,0.0,0.0,0.0,0.0,0.0398179292678833,-0.05658239126205444
gemma_270m_base,base,currency,currency:17,currency:2,declarative,qa,primary,0,12,0.3636363636363636,0.0,-0.3636363636363636,0.1818181818181818,0.0,-0.1818181818181818,0.07146239280700684,-0.18208622932434082,-0.25354862213134766,0.0,-0.3636363636363636,0.0,-0.1818181818181818,-0.020525872707366943,-0.09198826551437378,0.4,0.03636363636363643,0.2,0.018181818181818216,0.07194662094116211,0.00048422813415527344,0.1818181818181818,0.8,0.6181818181818183,0.1818181818181818,0.4,0.21818181818181823,0.07805359363555908,0.09234672784805298,0.014293134212493896,0.0,-0.1818181818181818,0.0,-0.1818181818181818,-0.003040909767150879,-0.08109450340270996,0.2,0.018181818181818216,0.0,-0.1818181818181818,0.001236259937286377,-0.0768173336982727
gemma_270m_base,base,headquarters,headquarters:14,headquarters:15,declarative,qa,primary,0,12,0.25,0.19999999999999998,-0.05000000000000002,0.25,0.018181818181818188,-0.2318181818181818,0.04856330156326294,0.04591578245162964,-0.0026475191116333008,0.0,-0.25,-0.1818181818181818,-0.43181818181818177,0.004123806953430176,-0.044439494609832764,0.25,0.0,0.25,0.0,0.048358023166656494,-0.0002052783966064453,0.25,0.25,0.0,0.25,0.25,0.0,0.08451658487319946,0.10013020038604736,0.0156136155128479,0.25,0.0,0.25,0.0,0.07368737459182739,-0.01082921028137207,0.0,-0.25,-0.16666666666666669,-0.4166666666666667,0.031106293201446533,-0.05341029167175293
gemma_270m_base,base,headquarters,headquarters:15,headquarters:16,declarative,qa,primary,0,12,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.0,0.056058526039123535,0.05651652812957764,0.00045800209045410156,0.0,-0.1818181818181818,0.0,-0.1818181818181818,0.04310870170593262,-0.012949824333190918,0.2,0.018181818181818216,0.2,0.018181818181818216,0.05653035640716553,0.0004718303680419922,0.2,0.2,0.0,0.2,0.2,0.0,0.07441997528076172,0.063606858253479,-0.010813117027282715,0.0,-0.2,0.0,-0.2,0.014259874820709229,-0.06016010046005249,0.0,-0.2,0.0,-0.2,0.011308729648590088,-0.06311124563217163
gemma_270m_base,base,headquarters,headquarters:16,headquarters:17,declarative,qa,primary,0,12,0.0,0.0,0.0,-0.18181818181818182,0.0,0.18181818181818182,0.07487750053405762,-0.13326114416122437,-0.20813864469528198,0.0,0.0,0.0,0.18181818181818182,-0.014840483665466309,-0.08971798419952393,0.0,0.0,-0.18181818181818182,0.0,0.07502228021621704,0.00014477968215942383,0.0,0.0,0.0,-0.4,-0.4,0.0,0.09322428703308105,0.10416269302368164,0.010938405990600586,0.0,0.0,0.0,0.4,0.05005383491516113,-0.04317045211791992,0.0,0.0,0.0,0.4,0.011625587940216064,-0.08159869909286499
gemma_270m_base,base,headquarters,headquarters:17,headquarters:2,declarative,qa,primary,0,12,0.2,0.2,0.0,0.2,0.2,0.0,0.07404309511184692,0.08271151781082153,0.00866842269897461,0.2,0.0,0.2,0.0,0.06544172763824463,-0.008601367473602295,0.3636363636363636,0.16363636363636358,0.3636363636363636,0.16363636363636358,0.06713598966598511,-0.006907105445861816,0.3636363636363636,0.33333333333333337,-0.03030303030303022,0.3636363636363636,0.33333333333333337,-0.03030303030303022,0.10765761137008667,0.110881507396698,0.003223896026611328,0.16666666666666669,-0.1969696969696969,0.16666666666666669,-0.1969696969696969,0.035219669342041016,-0.07243794202804565,0.0,-0.3636363636363636,0.0,-0.3636363636363636,-0.011482775211334229,-0.1191403865814209
gemma_270m_base,base,birth_place,birth_place:14,birth_place:15,declarative,qa,primary,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.05776631832122803,0.06030738353729248,0.002541065216064453,0.0,0.0,0.0,0.0,0.048134446144104004,-0.009631872177124023,0.0,0.0,0.0,0.0,0.054734110832214355,-0.003032207489013672,0.0,0.0,0.0,0.0,0.0,0.0,0.07520520687103271,0.08913964033126831,0.013934433460235596,0.0,0.0,0.0,0.0,0.0682518482208252,-0.0069533586502075195,0.0,0.0,0.0,0.0,0.04739922285079956,-0.027805984020233154
gemma_270m_base,base,birth_place,birth_place:15,birth_place:16,declarative,qa,primary,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.04693424701690674,0.04607081413269043,-0.0008634328842163086,0.0,0.0,0.0,0.0,0.0004132986068725586,-0.04652094841003418,0.0,0.0,0.0,0.0,0.035631656646728516,-0.011302590370178223,0.0,0.0,0.0,-0.4,0.0,0.4,0.07448339462280273,0.0986260175704956,0.02414262294769287,0.0,0.0,0.0,0.4,0.04053330421447754,-0.033950090408325195,0.0,0.0,0.0,0.4,0.03917217254638672,-0.035311222076416016
gemma_270m_base,base,birth_place,birth_place:16,birth_place:17,declarative,qa,primary,0,12,0.7499999999999999,0.7499999999999999,0.0,0.7499999999999999,0.7499999999999999,0.0,0.07941478490829468,0.07576072216033936,-0.0036540627479553223,0.7499999999999999,0.0,0.7499999999999999,0.0,0.0801575779914856,0.000742793083190918,0.7499999999999999,0.0,0.7499999999999999,0.0,0.07725757360458374,-0.0021572113037109375,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,0.06562083959579468,0.0706256628036499,0.005004823207855225,0.0,-0.6666666666666666,0.0,-0.6666666666666666,0.03248077630996704,-0.03314006328582764,0.0,-0.6666666666666666,0.0,-0.6666666666666666,0.0538482666015625,-0.011772572994232178
gemma_270m_base,base,birth_place,birth_place:17,birth_place:2,declarative,qa,primary,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.08113062381744385,0.07417166233062744,-0.006958961486816406,0.0,0.0,0.0,0.0,0.08375006914138794,0.002619445323944092,0.0,0.0,0.0,0.0,0.08407151699066162,0.0029408931732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.11835265159606934,0.0806012749671936,-0.03775137662887573,0.0,0.0,0.0,0.0,0.09855490922927856,-0.01979774236679077,0.0,0.0,0.0,0.0,0.06017953157424927,-0.05817312002182007
