fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth
capital:0,capital,preanswer,0.014891202354596733,0.14249073465665185,12
capital:0,capital,subject,0.03977477529810536,0.1602380139132341,0
capital:1,capital,preanswer,0.014025031519984767,0.1377007824679215,12
capital:1,capital,subject,0.03408647880510046,0.1365869827568531,0
capital:2,capital,preanswer,0.012299843787871016,0.14086875692009926,12
capital:2,capital,subject,0.03387588372936954,0.13468232875068986,0
capital:3,capital,preanswer,0.015672208292892675,0.14231299608945847,12
capital:3,capital,subject,0.04890348700185618,0.21831976498166727,0
currency:0,currency,preanswer,0.014324245629487217,0.1263743030528227,12
currency:0,currency,subject,0.037821436369860614,0.1485261941949526,0
currency:1,currency,preanswer,0.012512638544042918,0.1250920109450817,12
currency:1,currency,subject,0.03236532190607654,0.12530238181352615,0
currency:2,currency,preanswer,0.012371150983704449,0.1263079084455967,12
currency:2,currency,subject,0.03281530427436033,0.13202658668160439,0
currency:3,currency,preanswer,0.014363284671196234,0.1316346637904644,12
currency:3,currency,subject,0.043711702856752604,0.1830114138623079,0
official_language:0,official_language,preanswer,0.011453467524713922,0.10288132230440772,12
official_language:0,official_language,subject,0.04136652016529329,0.16566626727581024,0
official_language:1,official_language,preanswer,0.008812023464728294,0.09950987497965491,12
official_language:1,official_language,subject,0.03496639458117661,0.14014398554960883,0
official_language:2,official_language,preanswer,0.008117432602577739,0.09650266543030739,12
official_language:2,official_language,subject,0.035249079681105085,0.14870801071325934,0
official_language:3,official_language,preanswer,0.01023001403168395,0.09927104786038399,12
official_language:3,official_language,subject,0.0471223240925206,0.19949314494927717,0
