fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:0,capital,subject,0,0.5787353068590164,0.5743418684064904,0.004393438452526044,all,all_families
capital:0,capital,subject,1,0.76503653327624,0.7199342936167822,0.04510223965945781,all,all_families
capital:0,capital,subject,2,0.6959005445241928,0.6578600188744638,0.03804052564972904,all,all_families
capital:0,capital,subject,3,0.7073303361733755,0.6820517839754329,0.025278552197942616,all,all_families
capital:0,capital,subject,4,0.7092399100462595,0.6942787106861087,0.014961199360150834,all,all_families
capital:0,capital,subject,5,0.6816056917111079,0.6691631783786065,0.012442513332501348,all,all_families
capital:0,capital,subject,6,0.683094933629036,0.6682795565027524,0.014815377126283558,all,all_families
capital:0,capital,subject,7,0.7029799818992615,0.6937268159954864,0.009253165903775118,all,all_families
capital:0,capital,subject,8,0.7320361832777659,0.7122576703481814,0.019778512929584435,all,all_families
capital:0,capital,subject,9,0.7587890625,0.7441864895689136,0.014602572931086355,all,all_families
capital:0,capital,subject,10,0.7676313320795695,0.7487822351429392,0.018849096936630283,all,all_families
capital:0,capital,subject,11,0.7490385671456655,0.7385632311377455,0.010475336007920055,all,all_families
capital:0,capital,subject,12,0.767321934302648,0.7573679352507872,0.009953999051860785,all,all_families
capital:0,capital,subject,13,0.7768500943978628,0.7722887656487086,0.004561328749154159,all,all_families
capital:0,capital,subject,14,0.7393315633138021,0.7462245161261629,-0.0068929528123607975,all,all_families
capital:0,capital,subject,15,0.7001401831706365,0.7108458989464185,-0.010705715775781943,all,all_families
capital:0,capital,subject,16,0.6987934658924738,0.7165741164456395,-0.01778065055316569,all,all_families
capital:0,capital,subject,17,0.693645695845286,0.7184441488455323,-0.0247984530002463,all,all_families
capital:0,capital,subject,18,0.6846540669600168,0.7196840289980173,-0.03502996203800046,all,all_families
capital:0,capital,subject,19,0.639009490609169,0.6931250911644277,-0.05411560055525866,all,all_families
capital:0,capital,subject,20,0.6552752206722895,0.706626479897429,-0.0513512592251395,all,all_families
capital:0,capital,subject,21,0.7127734422683716,0.7327941104988841,-0.020020668230512517,all,all_families
capital:0,capital,subject,22,0.7224224309126536,0.7465604718993691,-0.02413804098671557,all,all_families
capital:0,capital,subject,23,0.4131887728969256,0.49922876821502166,-0.08603999531809603,all,all_families
capital:0,capital,preanswer,0,0.4094320336977641,0.5538052519892945,-0.14437321829153044,all,all_families
capital:0,capital,preanswer,1,0.6368467013041178,0.7257055350962807,-0.08885883379216286,all,all_families
capital:0,capital,preanswer,2,0.47435052196184796,0.6030161519918371,-0.12866563002998915,all,all_families
capital:0,capital,preanswer,3,0.49796517690022785,0.6204105891725596,-0.1224454122723318,all,all_families
capital:0,capital,preanswer,4,0.5071578373511633,0.6263545071158338,-0.11919666976467058,all,all_families
capital:0,capital,preanswer,5,0.5119930605093638,0.6279745630043394,-0.11598150249497563,all,all_families
capital:0,capital,preanswer,6,0.5353165169556936,0.6508265526636559,-0.11551003570796226,all,all_families
capital:0,capital,preanswer,7,0.5599393596251806,0.6720295968082022,-0.11209023718302158,all,all_families
capital:0,capital,preanswer,8,0.5724488645792007,0.6766280378488934,-0.10417917326969262,all,all_families
capital:0,capital,preanswer,9,0.6233170429865519,0.7139911844449884,-0.09067414145843655,all,all_families
capital:0,capital,preanswer,10,0.6114882926146189,0.7023763197528965,-0.0908880271382776,all,all_families
capital:0,capital,preanswer,11,0.6109290371338526,0.7050754060859189,-0.0941463689520663,all,all_families
capital:0,capital,preanswer,12,0.6220668405294418,0.7116702956092709,-0.08960345507982903,all,all_families
capital:0,capital,preanswer,13,0.6288400193055471,0.7189437438021687,-0.09010372449662163,all,all_families
capital:0,capital,preanswer,14,0.6790644427140554,0.75408665353761,-0.07502221082355454,all,all_families
capital:0,capital,preanswer,15,0.6621467073758444,0.7427005515817333,-0.08055384420588896,all,all_families
capital:0,capital,preanswer,16,0.7065081497033437,0.7759424228878582,-0.06943427318451445,all,all_families
