fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth,split_eval,analysis_variant
birth_place:0,birth_place,preanswer,-0.09008242381598537,0.08227296622798719,20,all,all_families
birth_place:0,birth_place,subject,0.318329754600273,0.8440267255278611,0,all,all_families
birth_place:1,birth_place,preanswer,-0.07338201124382655,0.13900126096810772,20,all,all_families
birth_place:1,birth_place,subject,0.33436070843672017,0.7972897823361278,0,all,all_families
birth_place:10,birth_place,preanswer,-0.0757444892438988,0.12287263038988205,20,all,all_families
birth_place:10,birth_place,subject,0.37587601352065786,0.8684088395744124,0,all,all_families
birth_place:11,birth_place,preanswer,-0.08285985769697281,0.08753631950593455,20,all,all_families
birth_place:11,birth_place,subject,0.30207501873448167,0.8476741978848426,0,all,all_families
birth_place:12,birth_place,preanswer,-0.0818613537569795,0.09782363952813189,20,all,all_families
birth_place:12,birth_place,subject,0.3204622791636152,0.8904300067776657,0,all,all_families
birth_place:13,birth_place,preanswer,-0.08109773189376711,0.1094588004783088,20,all,all_families
birth_place:13,birth_place,subject,0.29168254738826266,0.8572837716506625,0,all,all_families
birth_place:14,birth_place,preanswer,-0.08457614414348553,0.08125372614492388,20,all,all_families
birth_place:14,birth_place,subject,0.2935461820729127,0.8224490235953971,0,all,all_families
birth_place:15,birth_place,preanswer,-0.09636748000787214,0.08659486607739741,20,all,all_families
birth_place:15,birth_place,subject,0.29303347356077225,0.836425596501167,0,all,all_families
birth_place:16,birth_place,preanswer,-0.0878006038376884,0.07483273021438541,20,all,all_families
birth_place:16,birth_place,subject,0.33219088908034333,0.8734719860467344,0,all,all_families
birth_place:17,birth_place,preanswer,-0.08087578698472664,0.08462119135348234,20,all,all_families
birth_place:17,birth_place,subject,0.29226279103046754,0.8679335651105385,0,all,all_families
birth_place:2,birth_place,preanswer,-0.07793311146021367,0.10452547413753521,20,all,all_families
birth_place:2,birth_place,subject,0.3092144294898413,0.8121883125612501,0,all,all_families
birth_place:3,birth_place,preanswer,-0.09867876577542727,0.05718199141761837,21,all,all_families
birth_place:3,birth_place,subject,0.293176925036355,0.9152049777533416,0,all,all_families
birth_place:4,birth_place,preanswer,-0.08453638439724137,0.08436162572573214,20,all,all_families
birth_place:4,birth_place,subject,0.3166588443897138,0.854559447607208,0,all,all_families
birth_place:5,birth_place,preanswer,-0.07676677555372365,0.11309005192243593,20,all,all_families
birth_place:5,birth_place,subject,0.300727212606599,0.7862507792911037,0,all,all_families
birth_place:6,birth_place,preanswer,-0.0834212081554246,0.09232828901240642,20,all,all_families
birth_place:6,birth_place,subject,0.32168804447813754,0.8563685639208987,0,all,all_families
birth_place:7,birth_place,preanswer,-0.08259812896940973,0.09370377247093942,20,all,all_families
