relation,metric,family_a,family_b,mean_diff,ci_low,ci_high,sign_test_pvalue,num_pairs,model_name
birth_place,target_selectivity,chat_template,declarative,0.0777777777777777,-0.0222222222222222,0.1916666666666666,0.375,18,gemma_270m_base
birth_place,target_selectivity,chat_template,qa,0.0271604938271604,-0.0583333333333333,0.1358024691358025,1.0,18,gemma_270m_base
birth_place,target_selectivity,chat_template,raw_question,0.0277777777777777,-0.0833333333333333,0.1388888888888888,1.0,18,gemma_270m_base
birth_place,target_selectivity,declarative,qa,-0.0506172839506172,-0.1271682098765432,0.0160879629629629,0.453125,18,gemma_270m_base
birth_place,target_selectivity,declarative,raw_question,-0.0499999999999999,-0.1833333333333333,0.0750231481481481,0.453125,18,gemma_270m_base
birth_place,target_selectivity,qa,raw_question,0.0006172839506172,-0.1327546296296296,0.124074074074074,1.0,18,gemma_270m_base
capital,target_selectivity,chat_template,declarative,-0.1730078563411897,-0.2827665544332211,-0.0542746913580247,0.0654296875,18,gemma_270m_base
capital,target_selectivity,chat_template,qa,-0.2950617283950617,-0.4296296296296296,-0.1469135802469136,0.00390625,18,gemma_270m_base
capital,target_selectivity,chat_template,raw_question,-0.2209876543209876,-0.3580246913580247,-0.0688888888888891,0.0703125,18,gemma_270m_base
capital,target_selectivity,declarative,qa,-0.122053872053872,-0.1774452861952861,-0.0672797418630751,0.001953125,18,gemma_270m_base
capital,target_selectivity,declarative,raw_question,-0.0479797979797979,-0.1367199775533108,0.0636265432098765,0.109375,18,gemma_270m_base
capital,target_selectivity,qa,raw_question,0.074074074074074,0.0,0.1851851851851851,0.5,18,gemma_270m_base
currency,target_selectivity,chat_template,declarative,0.0930054513387846,-0.0114413981080647,0.2047920675004008,0.1795654296875,18,gemma_270m_base
currency,target_selectivity,chat_template,qa,0.0119127785794452,-0.0906220939554273,0.1115656565656565,0.75390625,18,gemma_270m_base
currency,target_selectivity,chat_template,raw_question,0.1141574474907808,-0.1070161936828603,0.3574537037037036,1.0,18,gemma_270m_base
currency,target_selectivity,declarative,qa,-0.0810926727593394,-0.1403027296777296,-0.0222064894981561,0.01171875,18,gemma_270m_base
currency,target_selectivity,declarative,raw_question,0.0211519961519961,-0.1063122294372294,0.1622501803751802,1.0,18,gemma_270m_base
currency,target_selectivity,qa,raw_question,0.1022446689113356,-0.0457098765432098,0.2642171717171717,0.75390625,18,gemma_270m_base
headquarters,target_selectivity,chat_template,declarative,0.0931738015071348,-0.0102974186307519,0.1913496071829404,0.14599609375,18,gemma_270m_base
headquarters,target_selectivity,chat_template,qa,0.1035393618726952,-0.0274539041205707,0.237821669071669,0.14599609375,18,gemma_270m_base
headquarters,target_selectivity,chat_template,raw_question,0.036075036075036,-0.0855474386724386,0.1560615079365078,0.266845703125,18,gemma_270m_base
headquarters,target_selectivity,declarative,qa,0.0103655603655603,-0.0603038319704986,0.0823651194484528,0.34375,18,gemma_270m_base
