fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:0,capital,subject,0,0.5728596945603689,0.570494243347853,0.0023654512125158567,all,all_families
capital:0,capital,subject,1,0.7492158611615499,0.7126804159625488,0.03653544519900109,all,all_families
capital:0,capital,subject,2,0.675212154785792,0.6482957751517567,0.02691637963403526,all,all_families
capital:0,capital,subject,3,0.6732374926408132,0.6626005504718598,0.01063694216895339,all,all_families
capital:0,capital,subject,4,0.6630040605862936,0.6670750519808601,-0.00407099139456657,all,all_families
capital:0,capital,subject,5,0.6422704011201859,0.648928390651503,-0.006657989531317132,all,all_families
capital:0,capital,subject,6,0.6438744018475214,0.6455271857626298,-0.001652783915108369,all,all_families
capital:0,capital,subject,7,0.6626717001199722,0.667530832483488,-0.004859132363515761,all,all_families
capital:0,capital,subject,8,0.6842999160289764,0.6784828315653345,0.0058170844636419305,all,all_families
capital:0,capital,subject,9,0.7182647983233134,0.7157962045029682,0.002468593820345144,all,all_families
capital:0,capital,subject,10,0.7115445931752523,0.7080038514207391,0.0035407417545132436,all,all_families
capital:0,capital,subject,11,0.7040550808111826,0.7054261653957998,-0.0013710845846172104,all,all_families
capital:0,capital,subject,12,0.7182530760765076,0.7201112251290503,-0.001858149052542779,all,all_families
capital:0,capital,subject,13,0.7049754162629446,0.7187681962900302,-0.013792780027085616,all,all_families
capital:0,capital,subject,14,0.6666585008303324,0.6974641597446274,-0.030805658914294987,all,all_families
capital:0,capital,subject,15,0.6562998791535696,0.6843468773671809,-0.02804699821361134,all,all_families
capital:0,capital,subject,16,0.654072051246961,0.6940641574123326,-0.03999210616537163,all,all_families
capital:0,capital,subject,17,0.6582845797141393,0.7018336271319319,-0.04354904741779253,all,all_families
capital:0,capital,subject,18,0.6540254851182302,0.7049347553402185,-0.05090927022198832,all,all_families
capital:0,capital,subject,19,0.6180422157049179,0.6850877098520013,-0.06704549414708338,all,all_families
capital:0,capital,subject,20,0.6451395849386851,0.7040159778998178,-0.058876392961132784,all,all_families
capital:0,capital,subject,21,0.722456286350886,0.7388020448167535,-0.0163457584658675,all,all_families
capital:0,capital,subject,22,0.7407401204109192,0.7536983716794673,-0.012958251268548104,all,all_families
capital:0,capital,subject,23,0.48175061245759326,0.5508787991369472,-0.06912818667935389,all,all_families
capital:0,capital,preanswer,0,0.39393797020117444,0.5420104212620679,-0.14807245106089345,all,all_families
capital:0,capital,preanswer,1,0.6026992400487264,0.7007353642188451,-0.09803612417011864,all,all_families
capital:0,capital,preanswer,2,0.4614047358433406,0.5932067513246747,-0.13180201548133413,all,all_families
capital:0,capital,preanswer,3,0.4918641746044159,0.6156257721869385,-0.12376159758252259,all,all_families
capital:0,capital,preanswer,4,0.4860376218954722,0.6104124707772451,-0.12437484888177291,all,all_families
capital:0,capital,preanswer,5,0.4851622134447098,0.6073422625880031,-0.12218004914329328,all,all_families
capital:0,capital,preanswer,6,0.47488454977671307,0.6029192294706317,-0.12803467969391863,all,all_families
capital:0,capital,preanswer,7,0.501952071984609,0.625239327111665,-0.12328725512705596,all,all_families
capital:0,capital,preanswer,8,0.5035493771235148,0.6230587953811183,-0.11950941825760353,all,all_families
capital:0,capital,preanswer,9,0.559647927681605,0.663705214200651,-0.104057286519046,all,all_families
capital:0,capital,preanswer,10,0.5413602044185003,0.6483837007818853,-0.10702349636338504,all,all_families
capital:0,capital,preanswer,11,0.5574063509702682,0.6633427108035368,-0.10593635983326855,all,all_families
capital:0,capital,preanswer,12,0.5672857910394669,0.668408982017461,-0.10112319097799416,all,all_families
