fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth
birth_place:0,birth_place,preanswer,-0.0405995931659797,0.042992896541501624,26
birth_place:0,birth_place,subject,0.2321874804990578,0.49425326962249755,0
birth_place:1,birth_place,preanswer,-0.04817713382406951,0.024750761010430056,27
birth_place:1,birth_place,subject,0.22455912082329052,0.4735026555418065,0
birth_place:10,birth_place,preanswer,-0.045846149972710526,0.03339597390908178,27
birth_place:10,birth_place,subject,0.21898899506424752,0.47583133670868294,0
birth_place:11,birth_place,preanswer,-0.04042749962360231,0.06236328060428298,26
birth_place:11,birth_place,subject,0.20148576582097588,0.5189608704072959,0
birth_place:2,birth_place,preanswer,-0.04734183086618557,0.01702784244535549,27
birth_place:2,birth_place,subject,0.21031248008931114,0.4838422222458052,0
birth_place:3,birth_place,preanswer,-0.03707361562445645,0.07680721468094631,26
birth_place:3,birth_place,subject,0.2318335363119276,0.5672657777075514,0
birth_place:4,birth_place,preanswer,-0.04769642470990111,0.03483554427370872,27
birth_place:4,birth_place,subject,0.233654483882922,0.5036194655818469,0
birth_place:5,birth_place,preanswer,-0.04274442039648862,0.05470083597483055,26
birth_place:5,birth_place,subject,0.2206694663645149,0.5315344837691747,0
birth_place:6,birth_place,preanswer,-0.037581052567640494,0.06346916294459148,26
birth_place:6,birth_place,subject,0.23497036822267214,0.570662929986914,0
birth_place:7,birth_place,preanswer,-0.03962535389600264,0.05419862106668227,26
birth_place:7,birth_place,subject,0.2657661913033349,0.5481250142170624,0
birth_place:8,birth_place,preanswer,-0.0386117278249003,0.061810233489130395,26
birth_place:8,birth_place,subject,0.23403032375922933,0.5532531619184848,0
birth_place:9,birth_place,preanswer,-0.03341986954205134,0.07867334212994936,26
birth_place:9,birth_place,subject,0.23163576622909837,0.5575725232448541,0
capital:0,capital,preanswer,-0.016657087054089515,0.1714406620823975,26
capital:0,capital,subject,0.033529633679074425,0.06745559874583373,0
capital:1,capital,preanswer,-0.025125244653529742,0.14609935416868236,26
capital:1,capital,subject,0.025822071213924287,0.0659318493509834,0
capital:10,capital,preanswer,-0.019588227498443855,0.15849608115174552,26
capital:10,capital,subject,0.030534016633420383,0.0686150331501707,0
capital:11,capital,preanswer,-0.01724330554751567,0.17866332433892018,26
capital:11,capital,subject,0.035459391354710205,0.07106623561544856,0
capital:2,capital,preanswer,-0.0224852731052758,0.14954858233757085,26
capital:2,capital,subject,0.02842909563685571,0.06626669300550769,0
capital:3,capital,preanswer,-0.02658847418514955,0.10179834067821503,26
capital:3,capital,subject,0.3812081475519914,0.6782258287297958,0
capital:4,capital,preanswer,-0.021781125453399552,0.15525637578332063,26
capital:4,capital,subject,0.02720437738268325,0.06796616614993767,0
capital:5,capital,preanswer,-0.027086493911955396,0.16420971336915646,26
capital:5,capital,subject,0.3719750413967466,0.6113924657869519,0
capital:6,capital,preanswer,-0.020111368297048935,0.15441512045535177,26
capital:6,capital,subject,0.031639360050162824,0.06512871610395843,0
capital:7,capital,preanswer,-0.023828959376480666,0.13274125574213091,26
capital:7,capital,subject,0.02944397202086155,0.06687740050256252,0
capital:8,capital,preanswer,-0.01666766462254931,0.1629104739563032,26
