model_name,model_variant,relation,fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta
gemma_270m_it,instruct,capital,capital:0,raw_question,declarative,0,12,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,0.0058705806732177734,-0.06426036357879639,-0.07013094425201416,0.25,0.19999999999999998,-0.05000000000000002,0.25,0.19999999999999998,-0.05000000000000002,0.06296753883361816,0.08512073755264282,0.022153198719024658
gemma_270m_it,instruct,capital,capital:1,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.00206601619720459,0.0020879507064819336,2.193450927734375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.06631344556808472,0.025341033935546875,-0.04097241163253784
gemma_270m_it,instruct,capital,capital:2,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016522407531738281,-0.10667282342910767,-0.10502058267593384,0.0,0.0,0.0,0.0,0.0,0.0,0.06331104040145874,0.08246386051177979,0.019152820110321045
gemma_270m_it,instruct,capital,capital:3,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.053415894508361816,0.07407587766647339,0.020659983158111572,0.6,0.0,-0.6,0.6,0.0,-0.6,0.0781017541885376,0.028219759464263916,-0.04988199472427368
gemma_270m_it,instruct,capital,capital:4,raw_question,declarative,0,12,1.0,0.0,-1.0,1.0,0.0,-1.0,0.004654526710510254,-0.10711866617202759,-0.11177319288253784,0.2222222222222222,0.33333333333333337,0.11111111111111116,0.2222222222222222,0.33333333333333337,0.11111111111111116,0.09288549423217773,0.09036898612976074,-0.002516508102416992
gemma_270m_it,instruct,capital,capital:5,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0013167262077331543,0.002368450164794922,0.0010517239570617676,0.0,0.0,0.0,0.0,0.0,0.0,0.06609952449798584,0.062375545501708984,-0.0037239789962768555
gemma_270m_it,instruct,capital,capital:6,raw_question,declarative,0,12,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.002348661422729492,-0.033676981925964355,-0.03602564334869385,0.4,0.3636363636363636,-0.03636363636363643,0.4,0.3636363636363636,-0.03636363636363643,0.09962958097457886,0.029223203659057617,-0.07040637731552124
gemma_270m_it,instruct,capital,capital:7,raw_question,declarative,0,12,0.4,0.0,-0.4,0.4,0.0,-0.4,0.024898290634155273,-0.14859157800674438,-0.17348986864089966,0.25,0.25,0.0,0.25,0.25,0.0,0.08157902956008911,0.09338265657424927,0.011803627014160156
gemma_270m_it,instruct,capital,capital:8,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0008223652839660645,-0.066650390625,-0.06747275590896606,0.25,0.25,0.0,0.25,0.25,0.0,0.0688667893409729,0.055759310722351074,-0.013107478618621826
gemma_270m_it,instruct,capital,capital:9,raw_question,declarative,0,12,0.4,0.0,-0.4,0.4,0.0,-0.4,0.02649557590484619,-0.11749184131622314,-0.14398741722106934,0.25,0.25,0.0,0.25,0.25,0.0,0.08076685667037964,0.061034440994262695,-0.019732415676116943
