fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth,split_eval,analysis_variant
birth_place:0,birth_place,preanswer,-0.005176170446047722,0.06611663249193456,12,all,all_families
birth_place:0,birth_place,subject,0.04449706142240716,0.17616274772102347,0,all,all_families
birth_place:1,birth_place,preanswer,0.0017627677236329144,0.08754115734322399,12,all,all_families
birth_place:1,birth_place,subject,0.072498950579717,0.26124491184657694,0,all,all_families
birth_place:10,birth_place,preanswer,0.006439301827155543,0.10193833409278996,12,all,all_families
birth_place:10,birth_place,subject,0.07342556612728433,0.2751158425292256,0,all,all_families
birth_place:11,birth_place,preanswer,-0.001146905810822274,0.08060089447626884,12,all,all_families
birth_place:11,birth_place,subject,0.06918291307170114,0.24685438899505951,0,all,all_families
birth_place:12,birth_place,preanswer,-0.0033284887942028486,0.07242222451696212,12,all,all_families
birth_place:12,birth_place,subject,0.052941224928377176,0.24112833083114205,3,all,all_families
birth_place:13,birth_place,preanswer,-0.0006829502039070364,0.078709556483755,12,all,all_families
birth_place:13,birth_place,subject,0.08704644279111401,0.4403062827175246,0,all,all_families
birth_place:14,birth_place,preanswer,-0.004206517010982757,0.06712170938650763,12,all,all_families
birth_place:14,birth_place,subject,0.04713735655153204,0.2124392312458333,2,all,all_families
birth_place:15,birth_place,preanswer,-0.00016946043657865685,0.07148363156353721,12,all,all_families
birth_place:15,birth_place,subject,0.08417943438332234,0.49657462944514025,3,all,all_families
birth_place:16,birth_place,preanswer,-0.006331475525600507,0.07163360963265097,12,all,all_families
birth_place:16,birth_place,subject,0.07521101303828763,0.26871831357186915,0,all,all_families
birth_place:17,birth_place,preanswer,-0.004062051938694278,0.078165815084004,12,all,all_families
birth_place:17,birth_place,subject,0.07385549953406219,0.25530746747173516,0,all,all_families
birth_place:2,birth_place,preanswer,-0.0044751638363783415,0.07979927211999893,12,all,all_families
birth_place:2,birth_place,subject,0.05932624246012688,0.253493620484483,3,all,all_families
birth_place:3,birth_place,preanswer,-0.006635540687068965,0.06280544509782515,12,all,all_families
birth_place:3,birth_place,subject,0.04154454178048992,0.17732676250093127,0,all,all_families
birth_place:4,birth_place,preanswer,-0.0057939232175140375,0.06610678362787936,12,all,all_families
birth_place:4,birth_place,subject,0.0787094300744694,0.2861030186142992,0,all,all_families
birth_place:5,birth_place,preanswer,0.0006719067638416627,0.08930176839816806,12,all,all_families
birth_place:5,birth_place,subject,0.07932712001551531,0.3038457359242088,0,all,all_families
birth_place:6,birth_place,preanswer,-0.002928793006262096,0.08369836196595548,12,all,all_families
birth_place:6,birth_place,subject,0.07802508587082584,0.2881150436496325,0,all,all_families
birth_place:7,birth_place,preanswer,-0.005665356560454508,0.06353406608104706,12,all,all_families
birth_place:7,birth_place,subject,0.06271106019729751,0.2366860063710049,0,all,all_families
birth_place:8,birth_place,preanswer,-0.0038908069880202087,0.06852096414156983,12,all,all_families
birth_place:8,birth_place,subject,0.07494578647380594,0.27911867082630304,0,all,all_families
birth_place:9,birth_place,preanswer,-0.0016453589298005863,0.09143554222057848,12,all,all_families
birth_place:9,birth_place,subject,0.07617273988341203,0.2989159983938888,0,all,all_families
capital:0,capital,preanswer,0.008616894319825548,0.10961132730339096,12,all,all_families
capital:0,capital,subject,0.05228632039234268,0.2407725527152127,0,all,all_families
capital:1,capital,preanswer,0.007494287734425398,0.11206954440065453,12,all,all_families
capital:1,capital,subject,0.04921493352814892,0.22089350212584524,0,all,all_families
capital:10,capital,preanswer,0.00978580802332352,0.11690812725939004,12,all,all_families
capital:10,capital,subject,0.056418454160402524,0.26015300047127354,0,all,all_families
capital:11,capital,preanswer,0.008431640365976394,0.11318001099953467,12,all,all_families
capital:11,capital,subject,0.0561765843600619,0.2542448148277461,0,all,all_families
capital:12,capital,preanswer,0.012743402101473891,0.13096842841774814,12,all,all_families
capital:12,capital,subject,0.0582319740266874,0.30424420754699144,0,all,all_families
capital:13,capital,preanswer,0.011173855831896415,0.10380202670599892,12,all,all_families
capital:13,capital,subject,0.051889376232424886,0.2565711048322127,0,all,all_families
