fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:0,capital,subject,0,0.9948256115118662,0.8421706480576712,0.15265496345419505,all,all_families
capital:0,capital,subject,1,0.999761164188385,0.994188984089038,0.005572180099347013,all,all_families
capital:0,capital,subject,2,0.9996974368890127,0.9899414567386403,0.009755980150372379,all,all_families
capital:0,capital,subject,3,0.9996997614701589,0.9418021894114859,0.057897572058673075,all,all_families
capital:0,capital,subject,4,0.9985140661398569,0.9337512826656594,0.0647627834741975,all,all_families
capital:0,capital,subject,5,0.9996238748232523,0.9798332930487745,0.01979058177447779,all,all_families
capital:0,capital,subject,6,0.9991277654965719,0.9819905981421471,0.01713716735442483,all,all_families
capital:0,capital,subject,7,0.998945564031601,0.9881124906241894,0.010833073407411575,all,all_families
capital:0,capital,subject,8,0.9992415507634481,0.9921708308598575,0.00707071990359065,all,all_families
capital:0,capital,subject,9,0.9991884032885233,0.9927503214601208,0.006438081828402553,all,all_families
capital:0,capital,subject,10,0.9988229672114054,0.9930929727852345,0.005729994426170948,all,all_families
capital:0,capital,subject,11,0.994321475426356,0.9683165311375085,0.026004944288847476,all,all_families
capital:0,capital,subject,12,0.9941956500212351,0.9108113795518875,0.0833842704693476,all,all_families
capital:0,capital,subject,13,0.9954719046751658,0.9409865861868157,0.05448531848835003,all,all_families
capital:0,capital,subject,14,0.992718905210495,0.9374222117750084,0.0552966934354866,all,all_families
capital:0,capital,subject,15,0.9918957849343618,0.9192743982900592,0.07262138664430262,all,all_families
capital:0,capital,subject,16,0.9931572675704956,0.9422117644811377,0.05094550308935786,all,all_families
capital:0,capital,subject,17,0.966947873433431,0.7261753207182183,0.2407725527152127,all,all_families
capital:0,capital,preanswer,0,0.7962760229905447,0.8476182410822195,-0.05134221809167483,all,all_families
capital:0,capital,preanswer,1,0.977651427189509,0.9832547046244144,-0.005603277434905407,all,all_families
capital:0,capital,preanswer,2,0.9767014384269714,0.9826099909842014,-0.005908552557229996,all,all_families
capital:0,capital,preanswer,3,0.932917465766271,0.949896527125555,-0.016979061359283953,all,all_families
capital:0,capital,preanswer,4,0.8735033671061198,0.9050046264687005,-0.03150125936258075,all,all_families
capital:0,capital,preanswer,5,0.9599281549453735,0.9697868793326265,-0.009858724387252993,all,all_families
capital:0,capital,preanswer,6,0.9788710176944733,0.9842571855029639,-0.005386167808490661,all,all_families
capital:0,capital,preanswer,7,0.9835369984308878,0.987648639608832,-0.004111641177944159,all,all_families
capital:0,capital,preanswer,8,0.9859959781169891,0.989493822788491,-0.0034978446715018263,all,all_families
capital:0,capital,preanswer,9,0.980005701382955,0.9849518960451379,-0.0049461946621829345,all,all_families
capital:0,capital,preanswer,10,0.9826817711194357,0.9867115448064664,-0.004029773687030724,all,all_families
capital:0,capital,preanswer,11,0.9446516533692678,0.9573485934559036,-0.0126969400866358,all,all_families
capital:0,capital,preanswer,12,0.9394027789433798,0.8297914516399888,0.10961132730339096,all,all_families
capital:0,capital,preanswer,13,0.9480813642342886,0.8934040619608234,0.05467730227346512,all,all_families
capital:0,capital,preanswer,14,0.9527631600697836,0.917222812114393,0.03554034795539052,all,all_families
capital:0,capital,preanswer,15,0.9257711470127106,0.8616850345450289,0.0640861124676817,all,all_families
capital:0,capital,preanswer,16,0.9359024266401926,0.8924384312156368,0.04346399542455581,all,all_families
capital:0,capital,preanswer,17,0.44944870596130687,0.4458620383422171,0.0035866676190897673,all,all_families
capital:1,capital,subject,0,0.9850947856903076,0.855291168041089,0.12980361764921866,all,all_families
capital:1,capital,subject,1,0.999656746784846,0.9938224909060142,0.0058342558788317955,all,all_families
capital:1,capital,subject,2,0.9996392329533895,0.989940111470573,0.009699121482816486,all,all_families
capital:1,capital,subject,3,0.9996904532114664,0.9390555894111886,0.06063486380027783,all,all_families
capital:1,capital,subject,4,0.9985398948192596,0.9267901701523977,0.07174972466686191,all,all_families
capital:1,capital,subject,5,0.9996394415696462,0.9786830993697924,0.020956342199853872,all,all_families
capital:1,capital,subject,6,0.9991825918356577,0.9808467845706379,0.01833580726501982,all,all_families
capital:1,capital,subject,7,0.9991164207458496,0.9870009803596664,0.012115440386183174,all,all_families
capital:1,capital,subject,8,0.9991736114025116,0.9916328191757202,0.007540792226791382,all,all_families
capital:1,capital,subject,9,0.9990297059218088,0.9920389253427001,0.006990780579108735,all,all_families
capital:1,capital,subject,10,0.9986704687277476,0.9928492445717839,0.005821224155963645,all,all_families
capital:1,capital,subject,11,0.993237167596817,0.9677629100487513,0.02547425754806576,all,all_families
capital:1,capital,subject,12,0.9933264156182607,0.9192548521301326,0.07407156348812816,all,all_families
capital:1,capital,subject,13,0.9948960741360983,0.9437221100225168,0.05117396411358144,all,all_families
capital:1,capital,subject,14,0.9917851686477661,0.9383041047874618,0.05348106386030427,all,all_families
capital:1,capital,subject,15,0.990456779797872,0.9248534644789556,0.06560331531891639,all,all_families
capital:1,capital,subject,16,0.9918052355448405,0.9461160687839284,0.04568916676091206,all,all_families
capital:1,capital,subject,17,0.9664726853370667,0.7455791832112214,0.22089350212584524,all,all_families
capital:1,capital,preanswer,0,0.7982936799526215,0.8483355807907441,-0.050041900838122655,all,all_families
capital:1,capital,preanswer,1,0.9775820871194204,0.9832220759023639,-0.0056399887829434725,all,all_families
capital:1,capital,preanswer,2,0.9771414299805959,0.9827605794896098,-0.0056191495090138766,all,all_families
capital:1,capital,preanswer,3,0.9328127602736155,0.9498557132833144,-0.017042953009698936,all,all_families
capital:1,capital,preanswer,4,0.8717827796936035,0.9043532870709896,-0.03257050737738609,all,all_families
capital:1,capital,preanswer,5,0.9591714441776276,0.9694812510381726,-0.010309806860545057,all,all_families
capital:1,capital,preanswer,6,0.9787150124708811,0.9842622821383616,-0.005547269667480537,all,all_families
capital:1,capital,preanswer,7,0.9838490883509318,0.9877439807443058,-0.0038948923933740387,all,all_families
capital:1,capital,preanswer,8,0.9863960444927216,0.9896586791557425,-0.0032626346630209024,all,all_families
capital:1,capital,preanswer,9,0.9801351130008698,0.9850306874688934,-0.004895574468023689,all,all_families
capital:1,capital,preanswer,10,0.9825022717316946,0.9866453356602612,-0.00414306392856667,all,all_families
capital:1,capital,preanswer,11,0.9425856471061707,0.9568337774013772,-0.014248130295206551,all,all_families
capital:1,capital,preanswer,12,0.9354866246382395,0.823417080237585,0.11206954440065453,all,all_families
capital:1,capital,preanswer,13,0.9415342410405477,0.8844030023935963,0.057131238646951465,all,all_families
capital:1,capital,preanswer,14,0.9537302951018015,0.9145654187921215,0.03916487630968002,all,all_families
capital:1,capital,preanswer,15,0.9261959493160248,0.8625414603773285,0.0636544889386963,all,all_families
capital:1,capital,preanswer,16,0.9276366531848907,0.8895531695555238,0.038083483629366977,all,all_families
capital:1,capital,preanswer,17,0.4277990087866783,0.44578958969898796,-0.01799058091230965,all,all_families
capital:2,capital,subject,0,0.9940038124720255,0.8548755461678785,0.13912826630414699,all,all_families
