relation,prompt_family,target_rank,target_margin,full_exact_match,contains_expected,answer_f1,answer_similarity
birth_place,chat_template,4364.625,-14.015869140625,0.25,0.5,0.369047619047619,0.4313300142247511
birth_place,declarative,16.625,-2.1796875,0.0,0.0,0.025,0.1922682956658616
birth_place,qa,1884.875,-11.021484375,0.0,0.0,0.0,0.0
birth_place,raw_question,1638.875,-12.51171875,0.0,0.0,0.0,0.0
capital,chat_template,228.625,-7.12109375,0.5,0.625,0.6333333333333333,0.8086562788887267
capital,declarative,2.5,2.7578125,0.0,0.75,0.28125,0.38409924677802254
capital,qa,241.75,-9.671875,0.0,0.0,0.0,0.0
capital,raw_question,5133.625,-13.28125,0.0,0.0,0.0,0.0
currency,chat_template,932.0,-9.4052734375,0.0,0.0,0.10267857142857144,0.45325474634298163
currency,declarative,19.375,-5.6171875,0.0,0.125,0.20972222222222223,0.35923257020082744
currency,qa,1343.125,-10.443359375,0.0,0.0,0.0,0.018518518518518517
currency,raw_question,6323.375,-16.341064453125,0.0,0.0,0.0,0.041666666666666664
headquarters,chat_template,7320.625,-14.15625,0.0,0.625,0.2982142857142857,0.38117781249484495
headquarters,declarative,170.625,-0.38671875,0.0,0.625,0.5270833333333333,0.6479522076382203
headquarters,qa,1036.75,-11.09375,0.0,0.0,0.0,0.0
headquarters,raw_question,1949.625,-13.845703125,0.0,0.0,0.0,0.0
official_language,chat_template,235.125,-7.25390625,0.0,0.5,0.13541666666666669,0.26555400004108753
official_language,declarative,1.25,1.2265625,0.0,0.625,0.15099206349206348,0.26648149357047846
official_language,qa,404.625,-10.51171875,0.0,0.0,0.0,0.0
official_language,raw_question,2723.875,-14.22119140625,0.0,0.0,0.0,0.09106280193236715
