position,layer,within_fact_similarity,same_relation_similarity,global_other_similarity,invariance_gap,family_centroid_separation
subject,0,0.914545081059138,0.678628207805256,0.6560659278649836,0.235916873253882,0.058162023623784385
subject,1,0.9381011709570884,0.7149739208941658,0.7083430797094479,0.22312725006292267,0.03942805528640747
subject,2,0.9338690186540286,0.7095913415153822,0.698984173766803,0.22427767713864644,0.04309173425038656
subject,3,0.9124774674574534,0.6828170605003834,0.660319559671916,0.22966040695707002,0.05364359418551127
subject,4,0.9087063004573186,0.6690178453922272,0.6392465652897954,0.2396884550650914,0.06155279278755188
subject,5,0.896200017631054,0.6375028660520912,0.6070057857548818,0.2586971515789628,0.07190688451131184
subject,6,0.9002434114615122,0.6778033565108975,0.6559328767471015,0.2224400549506147,0.059467961390813194
subject,7,0.9040379057327906,0.7075198369721571,0.6757719660643489,0.1965180687606335,0.05274951457977295
subject,8,0.9012005681792895,0.695826343819499,0.6627526936121285,0.20537422435979047,0.056785146395365395
subject,9,0.9008681252598763,0.703187441577514,0.6688804774545133,0.19768068368236225,0.055761595567067467
subject,10,0.8917962282896041,0.6990898137291273,0.6600147314951755,0.19270641456047688,0.06080890695254008
subject,11,0.8916026954849561,0.7037879439070821,0.6611229931935668,0.18781475157787397,0.0621739129225413
subject,12,0.894872997701168,0.7072826970989505,0.6567354701808654,0.18759030060221749,0.0618064800898234
subject,13,0.8963006357351939,0.7322972008337577,0.6804761572391727,0.1640034349014362,0.056205143531163536
subject,14,0.9042931228876114,0.7628157887607813,0.7142173608066514,0.14147733412683017,0.050868709882100425
subject,15,0.913013010720412,0.7770439811050892,0.7197826456977054,0.13596902961532276,0.05028253793716431
subject,16,0.9213700478275617,0.7894799093405406,0.7291061715688556,0.13189013848702114,0.046900918086369835
subject,17,0.9178179189562797,0.783697530751427,0.7236817257944494,0.13412038820485273,0.049593945344289146
subject,18,0.9114818150798479,0.7779033901790778,0.7159675569040701,0.1335784249007701,0.05331367254257202
subject,19,0.9094985624154409,0.8049015241364638,0.7443577115191147,0.10459703827897715,0.0518090029557546
subject,20,0.8966303666432699,0.7875725721319516,0.7225955573841929,0.10905779451131825,0.05890074372291565
subject,21,0.8856541961431503,0.7937945834050576,0.7326061390340328,0.09185961273809273,0.06861932078997295
subject,22,0.8585311969121298,0.7664965717742841,0.7044258723850362,0.09203462513784566,0.08412892619768779
subject,23,0.8229277014732361,0.7337255336344242,0.6634583613020368,0.08920216783881196,0.10803149143854777
subject,24,0.8191428100069363,0.7433138736834128,0.6755898864590563,0.0758289363235235,0.10625387231508891
subject,25,0.793038318057855,0.7187618903815747,0.6449721431010402,0.07427642767628029,0.1263932486375173
subject,26,0.7846282482147217,0.7178920752058426,0.6419982892228291,0.06673617300887902,0.12141122420628865
subject,27,0.7692315568526585,0.7064442493021488,0.6315637461026199,0.06278730755050976,0.1271299123764038
subject,28,0.7766366593539715,0.720657162182033,0.6494549212628045,0.05597949717193851,0.11443764964739482
subject,29,0.8000650212168694,0.7545464838544528,0.693063347809948,0.04551853736241662,0.09370416402816772
subject,30,0.7931064697603385,0.7467004464318355,0.6861888413550332,0.046406023328502966,0.09983829657236735
subject,31,0.7072204826089243,0.6323268881998956,0.5189876122458372,0.07489359440902876,0.1803434987862905
preanswer,0,0.7766458377242088,0.8324323169887066,0.8241784391459077,-0.05578647926449776,0.202347199122111
preanswer,1,0.8260883222023646,0.8693323360135158,0.8629390393150971,-0.04324401381115117,0.15745861331621805
preanswer,2,0.7901295195023219,0.8422095182041327,0.8337566482368857,-0.05207999870181079,0.18970751762390137
preanswer,3,0.7334748943646748,0.7994541248927514,0.7864651622250676,-0.06597923052807653,0.2382630705833435
preanswer,4,0.7171430100997289,0.7871764864772558,0.7733878214843571,-0.07003347637752688,0.25247277816136676
