relation,prompt_family,target_rank,target_margin,full_exact_match,contains_expected,answer_f1,answer_similarity
birth_place,chat_template,4549.0,-14.802594866071429,0.2857142857142857,0.42857142857142855,0.35374149659863946,0.4327380301064512
birth_place,declarative,36.214285714285715,-2.7075892857142856,0.0,0.07142857142857142,0.09166666666666666,0.248968857685534
birth_place,qa,3863.0714285714284,-12.034319196428571,0.0,0.0,0.0,0.0
birth_place,raw_question,2728.5714285714284,-13.374720982142858,0.0,0.0,0.0,0.0
capital,chat_template,328.92857142857144,-7.003348214285714,0.5,0.7142857142857143,0.6333333333333334,0.732686984110134
capital,declarative,1.8571428571428572,3.263392857142857,0.0,0.8571428571428571,0.2708049886621315,0.3352067010295697
capital,qa,378.07142857142856,-10.236607142857142,0.0,0.0,0.0,0.0
capital,raw_question,4022.3571428571427,-13.118547712053571,0.0,0.0,0.0,0.0
currency,chat_template,556.2142857142857,-8.211495535714286,0.0,0.14285714285714285,0.19921150278293134,0.49292121828096425
currency,declarative,13.714285714285714,-4.986607142857143,0.0,0.21428571428571427,0.23134920634920636,0.3550708902208971
currency,qa,981.0,-9.108258928571429,0.0,0.0,0.0,0.010582010582010581
currency,raw_question,4459.0,-14.979073660714286,0.0,0.0,0.0,0.023809523809523808
headquarters,chat_template,4982.571428571428,-12.9921875,0.0,0.7142857142857143,0.38692022263450837,0.4438532023174628
headquarters,declarative,98.0,0.3236607142857143,0.0,0.7142857142857143,0.5499999999999999,0.6566870908139828
headquarters,qa,1162.142857142857,-11.055803571428571,0.0,0.0,0.0,0.0
headquarters,raw_question,2140.5,-13.8125,0.0,0.0,0.0,0.0
official_language,chat_template,190.71428571428572,-7.263392857142857,0.0,0.5714285714285714,0.1488095238095238,0.30769708409666835
official_language,declarative,1.2857142857142858,1.1517857142857142,0.0,0.5714285714285714,0.13270975056689344,0.2601435762135655
official_language,qa,648.4285714285714,-10.526785714285714,0.0,0.0,0.0,0.0
official_language,raw_question,2507.8571428571427,-14.108816964285714,0.0,0.07142857142857142,0.015873015873015872,0.08477498718677522
