fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:0,capital,subject,0,0.8548876047134399,0.8037601920830852,0.051127412630354696,all,all_families
capital:0,capital,subject,1,0.9029905597368876,0.831386070479365,0.07160448925752261,all,all_families
capital:0,capital,subject,2,0.9067962964375814,0.8362905642784694,0.07050573215911204,all,all_families
capital:0,capital,subject,3,0.8725171287854513,0.7999264302060884,0.07259069857936284,all,all_families
capital:0,capital,subject,4,0.8683330118656158,0.7945516274913269,0.07378138437428894,all,all_families
capital:0,capital,subject,5,0.8559827109177908,0.7835212962373215,0.0724614146804693,all,all_families
capital:0,capital,subject,6,0.8589375416437784,0.8024332242853501,0.05650431735842831,all,all_families
capital:0,capital,subject,7,0.8558758894602457,0.8070349226541379,0.04884096680610783,all,all_families
capital:0,capital,subject,8,0.8625072538852692,0.8133445544277921,0.04916269945747709,all,all_families
capital:0,capital,subject,9,0.8586178223292033,0.8121285964460934,0.046489225883109886,all,all_families
capital:0,capital,subject,10,0.8459912240505219,0.8006728989455629,0.04531832510495892,all,all_families
capital:0,capital,subject,11,0.8508352835973104,0.804071132093668,0.04676415150364244,all,all_families
capital:0,capital,subject,12,0.8538001179695129,0.8031297821332427,0.05067033583627023,all,all_families
capital:0,capital,subject,13,0.8527328471342722,0.809450847480227,0.04328199965404522,all,all_families
capital:0,capital,subject,14,0.862471361955007,0.8248531645273461,0.037618197427660816,all,all_families
capital:0,capital,subject,15,0.8844829102357229,0.8422415346345481,0.0422413756011748,all,all_families
capital:0,capital,subject,16,0.8967320621013641,0.8507565983078059,0.04597546379355821,all,all_families
capital:0,capital,subject,17,0.8984935681025187,0.850841814542518,0.04765175356000073,all,all_families
capital:0,capital,subject,18,0.8891964654127756,0.8446588768240284,0.044537588588747234,all,all_families
capital:0,capital,subject,19,0.8899689515431722,0.857471564455944,0.03249738708722827,all,all_families
capital:0,capital,subject,20,0.8756316105524699,0.8441287526751265,0.031502857877343304,all,all_families
capital:0,capital,subject,21,0.8788148164749146,0.8551151656052646,0.02369965086964998,all,all_families
capital:0,capital,subject,22,0.8664820492267609,0.8502487303579555,0.016233318868805413,all,all_families
capital:0,capital,subject,23,0.8515685598055521,0.8394657430403373,0.012102816765214852,all,all_families
capital:0,capital,subject,24,0.8701290488243103,0.8619823758216465,0.008146673002663807,all,all_families
capital:0,capital,subject,25,0.855276624361674,0.8457719731856795,0.009504651175994416,all,all_families
capital:0,capital,subject,26,0.8552863299846649,0.8191281368627268,0.03615819312193813,all,all_families
capital:0,capital,subject,27,0.8519499202569326,0.7793623035883203,0.07258761666861235,all,all_families
capital:0,capital,subject,28,0.8472504814465841,0.7880106469725862,0.05923983447399794,all,all_families
capital:0,capital,subject,29,0.8703677654266357,0.8210313690497595,0.04933639637687626,all,all_families
capital:0,capital,subject,30,0.8759672045707703,0.8284051438026568,0.04756206076811342,all,all_families
capital:0,capital,subject,31,0.7621470044056574,0.7782709264360806,-0.016123922030423232,all,all_families
capital:0,capital,preanswer,0,0.7830567459265391,0.8367751168415827,-0.05371837091504361,all,all_families
capital:0,capital,preanswer,1,0.8431519269943237,0.8822350548032452,-0.039083127808921425,all,all_families
capital:0,capital,preanswer,2,0.8207557201385498,0.8655696184757877,-0.04481389833723792,all,all_families
capital:0,capital,preanswer,3,0.7810268600781759,0.8357219722341088,-0.05469511215593292,all,all_families
capital:0,capital,preanswer,4,0.7690888941287994,0.8258723187095979,-0.056783424580798436,all,all_families
capital:0,capital,preanswer,5,0.7505077222983042,0.8121064929839443,-0.061598770685640125,all,all_families
capital:0,capital,preanswer,6,0.7328238785266876,0.7981791331925813,-0.06535525466589365,all,all_families
capital:0,capital,preanswer,7,0.740779181321462,0.8034879920237205,-0.06270881070225842,all,all_families
capital:0,capital,preanswer,8,0.7542000710964203,0.8124236532432192,-0.0582235821467989,all,all_families
capital:0,capital,preanswer,9,0.7679576774438223,0.8223175058031783,-0.054359828359356044,all,all_families
capital:0,capital,preanswer,10,0.7647427121798197,0.8181779943406582,-0.05343528216083848,all,all_families
capital:0,capital,preanswer,11,0.7676579455534617,0.8201092740192133,-0.05245132846575162,all,all_families
capital:0,capital,preanswer,12,0.7803225815296173,0.8303808541420628,-0.05005827261244544,all,all_families
capital:0,capital,preanswer,13,0.769097238779068,0.8224546354921425,-0.05335739671307449,all,all_families
capital:0,capital,preanswer,14,0.7751747171084086,0.8279199633089935,-0.05274524620058496,all,all_families
capital:0,capital,preanswer,15,0.782983402411143,0.8337577237364124,-0.05077432132526949,all,all_families
capital:0,capital,preanswer,16,0.7930048108100891,0.8405369079726583,-0.04753209716256923,all,all_families
capital:0,capital,preanswer,17,0.7964309553305308,0.8435792028903961,-0.04714824755986535,all,all_families
capital:0,capital,preanswer,18,0.7949253420035044,0.8424921763293883,-0.04756683432588393,all,all_families
capital:0,capital,preanswer,19,0.7946003675460815,0.8425451039391405,-0.04794473639305896,all,all_families
capital:0,capital,preanswer,20,0.7782421807448069,0.8301118195933455,-0.05186963884853857,all,all_families
