model_name,model_variant,relation,fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta
smollm2_360m_base,base,capital,capital:0,qa,chat_template,0,26,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.07766658067703247,0.07043629884719849,-0.007230281829833984,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,0.02467024326324463,0.02373206615447998,-0.0009381771087646484
smollm2_360m_base,base,capital,capital:1,qa,chat_template,0,26,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.07141685485839844,0.0639333724975586,-0.007483482360839844,0.0,0.0,0.0,0.0,0.0,0.0,0.013841032981872559,0.014654994010925293,0.0008139610290527344
smollm2_360m_base,base,capital,capital:2,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.084999680519104,0.07382512092590332,-0.011174559593200684,0.0,0.0,0.0,0.0,0.0,0.0,0.012218058109283447,0.010446369647979736,-0.001771688461303711
smollm2_360m_base,base,capital,capital:3,qa,chat_template,0,26,0.5714285714285715,0.0,-0.5714285714285715,0.5714285714285715,0.0,-0.5714285714285715,0.0715143084526062,-0.007190883159637451,-0.07870519161224365,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.022670090198516846,0.011272788047790527,-0.011397302150726318
smollm2_360m_base,base,capital,capital:4,qa,chat_template,0,26,0.2857142857142857,0.25,-0.0357142857142857,0.2857142857142857,0.25,-0.0357142857142857,0.1307695508003235,0.11399060487747192,-0.016778945922851562,1.0,1.0,0.0,1.0,1.0,0.0,0.027022600173950195,0.03029656410217285,0.0032739639282226562
smollm2_360m_base,base,capital,capital:5,qa,chat_template,0,26,0.28571428571428575,0.0,-0.28571428571428575,0.28571428571428575,0.0,-0.28571428571428575,0.0695226788520813,0.060369908809661865,-0.009152770042419434,0.0,0.0,0.0,0.0,0.0,0.0,0.02851206064224243,0.01600658893585205,-0.01250547170639038
smollm2_360m_base,base,capital,capital:6,qa,chat_template,0,26,0.4444444444444445,0.4444444444444445,0.0,0.4444444444444445,0.4444444444444445,0.0,0.09921187162399292,0.0954940915107727,-0.003717780113220215,0.5714285714285715,0.5714285714285715,0.0,0.5714285714285715,0.5714285714285715,0.0,0.03261464834213257,0.028619825839996338,-0.0039948225021362305
smollm2_360m_base,base,capital,capital:7,qa,chat_template,0,26,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,0.11066818237304688,0.09728449583053589,-0.013383686542510986,0.0,0.0,0.0,0.0,0.0,0.0,0.011799097061157227,0.012172579765319824,0.00037348270416259766
smollm2_360m_base,base,capital,capital:8,qa,chat_template,0,26,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0862511396408081,0.08726948499679565,0.0010183453559875488,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0571141242980957,0.05740761756896973,0.00029349327087402344
smollm2_360m_base,base,capital,capital:9,qa,chat_template,0,26,0.25,0.25,0.0,0.25,0.25,0.0,0.10853582620620728,0.10123300552368164,-0.007302820682525635,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,0.03163272142410278,0.03459811210632324,0.002965390682220459
