model_name,model_variant,relation,fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta
qwen2_5_0_5b_base,base,capital,capital:0,qa,raw_question,0,21,1.0,0.19999999999999998,-0.8,1.0,0.19999999999999998,-0.8,0.17527079582214355,0.1765803098678589,0.001309514045715332,1.0,1.0,0.0,1.0,1.0,0.0,0.01942920684814453,0.02829122543334961,0.008862018585205078
qwen2_5_0_5b_base,base,capital,capital:1,qa,raw_question,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.16143006086349487,0.1594175100326538,-0.0020125508308410645,0.0,0.0,0.0,0.0,0.0,0.0,0.009351193904876709,0.02145284414291382,0.01210165023803711
qwen2_5_0_5b_base,base,capital,capital:2,qa,raw_question,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.15898191928863525,0.1615036129951477,0.002521693706512451,0.0,0.0,0.0,0.0,0.0,0.0,0.018667221069335938,0.026441991329193115,0.007774770259857178
qwen2_5_0_5b_base,base,capital,capital:3,qa,raw_question,0,21,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.19584810733795166,-0.0659988522529602,-0.26184695959091187,0.36363636363636365,0.0,-0.36363636363636365,0.36363636363636365,0.0,-0.36363636363636365,0.01595968008041382,-0.0068305134773254395,-0.022790193557739258
qwen2_5_0_5b_base,base,capital,capital:4,qa,raw_question,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.2447357177734375,0.24609148502349854,0.0013557672500610352,0.0,0.0,0.0,0.0,0.0,0.0,0.009038209915161133,0.021252453327178955,0.012214243412017822
qwen2_5_0_5b_base,base,capital,capital:5,qa,raw_question,0,21,0.5,0.5,0.0,0.5,0.5,0.0,0.2235526442527771,0.21675372123718262,-0.006798923015594482,0.0,0.0,0.0,0.0,0.0,0.0,0.022160470485687256,-0.0032429099082946777,-0.025403380393981934
qwen2_5_0_5b_base,base,capital,capital:6,qa,raw_question,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.17129158973693848,0.16510438919067383,-0.0061872005462646484,1.0,1.0,0.0,1.0,1.0,0.0,0.02528458833694458,0.02599799633026123,0.0007134079933166504
qwen2_5_0_5b_base,base,capital,capital:7,qa,raw_question,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.22905457019805908,0.22543305158615112,-0.003621518611907959,0.0,0.0,0.0,0.0,0.0,0.0,-0.00650477409362793,0.007507681846618652,0.014012455940246582
qwen2_5_0_5b_base,base,capital,capital:8,qa,raw_question,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.14899837970733643,0.14657455682754517,-0.0024238228797912598,0.0,0.0,0.0,0.0,0.0,0.0,0.04400819540023804,0.04192274808883667,-0.002085447311401367
qwen2_5_0_5b_base,base,capital,capital:9,qa,raw_question,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.21446478366851807,0.2123032808303833,-0.0021615028381347656,1.0,1.0,0.0,1.0,1.0,0.0,0.045796990394592285,0.053040385246276855,0.00724339485168457
