model_name,model_variant,relation,fact_id,relation_control_fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,projected_best_control_answer_f1,project_best_control_answer_f1_delta,projected_best_control_selectivity,project_best_control_selectivity_delta,projected_best_control_alignment,project_best_control_alignment_delta,projected_best_random_answer_f1,project_best_random_answer_f1_delta,projected_best_random_selectivity,project_best_random_selectivity_delta,projected_best_random_alignment,project_best_random_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta,patched_worst_control_answer_f1,patch_worst_control_answer_f1_delta,patched_worst_control_selectivity,patch_worst_control_selectivity_delta,patched_worst_control_alignment,patch_worst_control_alignment_delta,patched_worst_random_answer_f1,patch_worst_random_answer_f1_delta,patched_worst_random_selectivity,patch_worst_random_selectivity_delta,patched_worst_random_alignment,patch_worst_random_alignment_delta
gemma_270m_it,instruct,capital,capital:0,capital:1,raw_question,declarative,0,12,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,0.0058705806732177734,-0.06426036357879639,-0.07013094425201416,0.0,-0.6666666666666666,0.0,-0.6666666666666666,-0.014034807682037354,-0.019905388355255127,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0065773725509643555,0.000706791877746582,0.25,0.19999999999999998,-0.05000000000000002,0.25,0.19999999999999998,-0.05000000000000002,0.06296753883361816,0.08512073755264282,0.022153198719024658,0.0,-0.25,-0.2222222222222222,-0.4722222222222222,0.020462095737457275,-0.04250544309616089,0.0,-0.25,0.0,-0.25,-0.030827224254608154,-0.09379476308822632
gemma_270m_it,instruct,capital,capital:1,capital:10,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.00206601619720459,0.0020879507064819336,2.193450927734375e-05,0.0,0.0,0.0,0.0,-0.021979928016662598,-0.024045944213867188,0.0,0.0,0.0,0.0,0.0007573366165161133,-0.0013086795806884766,0.0,0.0,0.0,0.0,0.0,0.0,0.06631344556808472,0.025341033935546875,-0.04097241163253784,0.0,0.0,0.0,0.0,0.04528796672821045,-0.021025478839874268,0.0,0.0,0.0,0.0,-0.04446595907211304,-0.11077940464019775
gemma_270m_it,instruct,capital,capital:2,capital:3,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016522407531738281,-0.10667282342910767,-0.10502058267593384,0.0,0.0,0.0,0.0,-0.002868354320526123,-0.001216113567352295,0.0,0.0,0.0,0.0,-1.9729137420654297e-05,0.0016325116157531738,0.0,0.0,0.0,0.0,0.0,0.0,0.06331104040145874,0.08246386051177979,0.019152820110321045,0.0,0.0,0.0,0.0,0.04235661029815674,-0.020954430103302002,0.0,0.0,0.0,0.0,-0.03981858491897583,-0.10312962532043457
gemma_270m_it,instruct,capital,capital:3,capital:4,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.053415894508361816,0.07407587766647339,0.020659983158111572,0.0,0.0,0.0,0.0,-0.018860995769500732,-0.07227689027786255,0.0,0.0,0.0,0.0,0.05856895446777344,0.005153059959411621,0.6,0.0,-0.6,0.6,0.0,-0.6,0.0781017541885376,0.028219759464263916,-0.04988199472427368,0.0,-0.6,0.0,-0.6,-0.0028977394104003906,-0.08099949359893799,0.0,-0.6,0.0,-0.6,-0.05866724252700806,-0.13676899671554565
gemma_270m_it,instruct,capital,capital:4,capital:5,raw_question,declarative,0,12,1.0,0.0,-1.0,1.0,0.0,-1.0,0.004654526710510254,-0.10711866617202759,-0.11177319288253784,0.0,-1.0,0.0,-1.0,0.0023196935653686523,-0.0023348331451416016,1.0,0.0,1.0,0.0,0.0056626200675964355,0.0010080933570861816,0.2222222222222222,0.33333333333333337,0.11111111111111116,0.2222222222222222,0.33333333333333337,0.11111111111111116,0.09288549423217773,0.09036898612976074,-0.002516508102416992,0.2222222222222222,0.0,0.2222222222222222,0.0,0.08500069379806519,-0.007884800434112549,0.0,-0.2222222222222222,0.0,-0.2222222222222222,-0.05370539426803589,-0.14659088850021362
gemma_270m_it,instruct,capital,capital:5,capital:6,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0013167262077331543,0.002368450164794922,0.0010517239570617676,0.0,0.0,0.0,0.0,0.002172112464904785,0.0008553862571716309,0.0,0.0,0.0,0.0,0.0014622211456298828,0.00014549493789672852,0.0,0.0,0.0,0.0,0.0,0.0,0.06609952449798584,0.062375545501708984,-0.0037239789962768555,0.0,0.0,0.0,0.0,0.01924079656600952,-0.04685872793197632,0.0,0.0,0.0,0.0,-0.005227565765380859,-0.0713270902633667
gemma_270m_it,instruct,capital,capital:6,capital:7,raw_question,declarative,0,12,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.002348661422729492,-0.033676981925964355,-0.03602564334869385,0.2,-0.4666666666666666,0.2,-0.4666666666666666,-0.028743386268615723,-0.031092047691345215,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0019962191581726074,-0.00035244226455688477,0.4,0.3636363636363636,-0.03636363636363643,0.4,0.3636363636363636,-0.03636363636363643,0.09962958097457886,0.029223203659057617,-0.07040637731552124,0.4,0.0,0.4,0.0,0.06879711151123047,-0.03083246946334839,0.0,-0.4,0.0,-0.4,-0.008265078067779541,-0.1078946590423584
gemma_270m_it,instruct,capital,capital:7,capital:8,raw_question,declarative,0,12,0.4,0.0,-0.4,0.4,0.0,-0.4,0.024898290634155273,-0.14859157800674438,-0.17348986864089966,0.4,0.0,0.4,0.0,0.02583843469619751,0.0009401440620422363,0.4,0.0,0.4,0.0,0.026457250118255615,0.0015589594841003418,0.25,0.25,0.0,0.25,0.25,0.0,0.08157902956008911,0.09338265657424927,0.011803627014160156,0.0,-0.25,0.0,-0.25,0.03495144844055176,-0.046627581119537354,0.0,-0.25,0.0,-0.25,-0.04663693904876709,-0.1282159686088562
gemma_270m_it,instruct,capital,capital:8,capital:9,raw_question,declarative,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0008223652839660645,-0.066650390625,-0.06747275590896606,0.0,0.0,0.0,0.0,-0.0023850202560424805,-0.003207385540008545,0.0,0.0,0.0,0.0,0.0021526217460632324,0.001330256462097168,0.25,0.25,0.0,0.25,0.25,0.0,0.0688667893409729,0.055759310722351074,-0.013107478618621826,0.25,0.0,0.25,0.0,0.05214488506317139,-0.016721904277801514,0.0,-0.25,0.0,-0.25,-0.018688738346099854,-0.08755552768707275
gemma_270m_it,instruct,capital,capital:9,capital:0,raw_question,declarative,0,12,0.4,0.0,-0.4,0.4,0.0,-0.4,0.02649557590484619,-0.11749184131622314,-0.14398741722106934,0.4,0.0,0.4,0.0,0.025153160095214844,-0.0013424158096313477,0.4,0.0,0.4,0.0,0.02515798807144165,-0.001337587833404541,0.25,0.25,0.0,0.25,0.25,0.0,0.08076685667037964,0.061034440994262695,-0.019732415676116943,0.33333333333333337,0.08333333333333337,0.33333333333333337,0.08333333333333337,0.04942584037780762,-0.03134101629257202,0.0,-0.25,0.0,-0.25,-0.034754037857055664,-0.1155208945274353
