fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:0,capital,subject,0,0.9997640252113342,0.8828175751601949,0.11694645005113935,all,all_families
capital:0,capital,subject,1,0.9999353388945261,0.9953506152857753,0.00458472360875084,all,all_families
capital:0,capital,subject,2,0.9998693068822225,0.9904786744976745,0.00939063238454807,all,all_families
capital:0,capital,subject,3,0.9998555680116018,0.9284568190136376,0.07139874899796417,all,all_families
capital:0,capital,subject,4,0.9990347822507223,0.9290586786673349,0.06997610358338735,all,all_families
capital:0,capital,subject,5,0.9998346269130707,0.9757889862007955,0.024045640712275218,all,all_families
capital:0,capital,subject,6,0.9994040926297506,0.9764619307482943,0.022942161881456258,all,all_families
capital:0,capital,subject,7,0.9989542464415232,0.985747913884766,0.013206332556757183,all,all_families
capital:0,capital,subject,8,0.9988002479076385,0.9891147179638639,0.009685529943774696,all,all_families
capital:0,capital,subject,9,0.9986205101013184,0.9910230250919566,0.0075974850093617485,all,all_families
capital:0,capital,subject,10,0.9980277319749197,0.9923555844408625,0.005672147534057204,all,all_families
capital:0,capital,subject,11,0.9875760277112325,0.9656187539153239,0.021957273795908616,all,all_families
capital:0,capital,subject,12,0.9868513643741608,0.9126495561178993,0.07420180825626144,all,all_families
capital:0,capital,subject,13,0.9905200600624084,0.9515274204313755,0.038992639631032944,all,all_families
capital:0,capital,subject,14,0.9830166002114614,0.9467349223354283,0.03628167787603309,all,all_families
capital:0,capital,subject,15,0.9815760652224222,0.9230026574257542,0.05857340779666809,all,all_families
capital:0,capital,subject,16,0.985017200311025,0.9468554611153462,0.03816173919567878,all,all_families
capital:0,capital,subject,17,0.8901054163773855,0.6782148661201491,0.21189055025723635,all,all_families
capital:0,capital,preanswer,0,0.8696162899335226,0.902679261915824,-0.03306297198230146,all,all_families
capital:0,capital,preanswer,1,0.9852317869663239,0.9889425146667397,-0.0037107277004158057,all,all_families
capital:0,capital,preanswer,2,0.9776497383912405,0.9833239281878752,-0.005674189796634699,all,all_families
capital:0,capital,preanswer,3,0.9366467893123627,0.9527055925744421,-0.016058803262079424,all,all_families
capital:0,capital,preanswer,4,0.9404561718304952,0.9557131927679566,-0.015257020937461396,all,all_families
capital:0,capital,preanswer,5,0.9602135022481283,0.9696415991467588,-0.009428096898630556,all,all_families
capital:0,capital,preanswer,6,0.9709821542104086,0.9781329173813847,-0.007150763170976182,all,all_families
capital:0,capital,preanswer,7,0.9828366537888845,0.9871160111883107,-0.004279357399426198,all,all_families
capital:0,capital,preanswer,8,0.9801283677419027,0.9850652331815046,-0.004936865439601923,all,all_families
capital:0,capital,preanswer,9,0.973229984442393,0.9799033151391674,-0.006673330696774449,all,all_families
capital:0,capital,preanswer,10,0.9825029671192169,0.986410469693296,-0.003907502574079125,all,all_families
capital:0,capital,preanswer,11,0.9483826160430908,0.959749319097575,-0.011366703054484173,all,all_families
capital:0,capital,preanswer,12,0.9491235017776489,0.7988193124970969,0.150304189280552,all,all_families
capital:0,capital,preanswer,13,0.9604589641094208,0.9134811820352778,0.04697778207414294,all,all_families
capital:0,capital,preanswer,14,0.9659631450970968,0.9335991790627732,0.032363966034323566,all,all_families
capital:0,capital,preanswer,15,0.9567508002122244,0.8935646791668499,0.06318612104537447,all,all_families
capital:0,capital,preanswer,16,0.9666694104671478,0.9323653250056154,0.03430408546153241,all,all_families
capital:0,capital,preanswer,17,0.778786967198054,0.6772237416795072,0.1015632255185468,all,all_families
capital:1,capital,subject,0,0.9993413289388021,0.9083298692370162,0.09101145970178592,all,all_families
capital:1,capital,subject,1,0.9999164740244547,0.9961381081272574,0.0037783658971972667,all,all_families
capital:1,capital,subject,2,0.9998698035875956,0.9902344153207892,0.009635388266806433,all,all_families
capital:1,capital,subject,3,0.9999167124430338,0.9252651605535956,0.07465155188943817,all,all_families
capital:1,capital,subject,4,0.9992877940336863,0.9205283627790564,0.07875943125462992,all,all_families
capital:1,capital,subject,5,0.999828020731608,0.9740748021970776,0.025753218534530387,all,all_families
capital:1,capital,subject,6,0.9995873967806498,0.9756522169884514,0.02393517979219839,all,all_families
capital:1,capital,subject,7,0.9987106223901113,0.9851317074807251,0.01357891490938623,all,all_families
capital:1,capital,subject,8,0.9986005127429962,0.9881825696896104,0.010417943053385836,all,all_families
capital:1,capital,subject,9,0.9985738098621368,0.9902823041467106,0.00829150571542625,all,all_families
capital:1,capital,subject,10,0.9980782568454742,0.9918406638590729,0.0062375929864013635,all,all_families
capital:1,capital,subject,11,0.988745798667272,0.965531445820542,0.023214352846730013,all,all_families
capital:1,capital,subject,12,0.9891078472137451,0.9178264465402154,0.07128140067352973,all,all_families
capital:1,capital,subject,13,0.991890678803126,0.9540301164721742,0.03786056233095181,all,all_families
capital:1,capital,subject,14,0.9855262736479441,0.9495710465399658,0.03595522710797827,all,all_families
capital:1,capital,subject,15,0.983485589424769,0.9298160978976417,0.0536694915271273,all,all_families
capital:1,capital,subject,16,0.9861953457196554,0.9515590203158996,0.03463632540375583,all,all_families
capital:1,capital,subject,17,0.8964559733867645,0.6967539853580734,0.1997019880286911,all,all_families
capital:1,capital,preanswer,0,0.8728721737861633,0.9038411933271324,-0.03096901954096909,all,all_families
capital:1,capital,preanswer,1,0.9858300089836121,0.9891328531153062,-0.003302844131694127,all,all_families
capital:1,capital,preanswer,2,0.9787092407544454,0.9836638931404141,-0.004954652385968705,all,all_families
capital:1,capital,preanswer,3,0.9385712345441183,0.9533903322675649,-0.014819097723446584,all,all_families
capital:1,capital,preanswer,4,0.9465845028559366,0.9578318188295645,-0.011247315973627825,all,all_families
capital:1,capital,preanswer,5,0.9597636759281158,0.9694498698501026,-0.009686193921986774,all,all_families
capital:1,capital,preanswer,6,0.9713249504566193,0.9783328907454715,-0.00700794028885221,all,all_families
capital:1,capital,preanswer,7,0.982962836821874,0.9871639192980879,-0.004201082476213869,all,all_families
capital:1,capital,preanswer,8,0.9809326926867167,0.9853667881997192,-0.004434095513002556,all,all_families
capital:1,capital,preanswer,9,0.9741904536883036,0.9802213784526376,-0.006030924764333978,all,all_families
capital:1,capital,preanswer,10,0.982161819934845,0.9863170221009675,-0.004155202166122529,all,all_families
capital:1,capital,preanswer,11,0.9474257429440817,0.9592968865352518,-0.011871143591170141,all,all_families
capital:1,capital,preanswer,12,0.9451379279295603,0.801123958081007,0.1440139698485533,all,all_families
capital:1,capital,preanswer,13,0.9579660395781199,0.9149411563925883,0.04302488318553155,all,all_families
capital:1,capital,preanswer,14,0.9646284580230713,0.9359969981014729,0.028631459921598434,all,all_families
capital:1,capital,preanswer,15,0.9555885394414266,0.9010755108559833,0.05451302858544338,all,all_families
capital:1,capital,preanswer,16,0.9667105873425802,0.9379572195603567,0.028753367782223482,all,all_families
capital:1,capital,preanswer,17,0.7843885322411855,0.6906240036820664,0.0937645285591191,all,all_families
capital:2,capital,subject,0,0.998966912428538,0.8991373776293853,0.09982953479915269,all,all_families
