fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth,split_eval,analysis_variant
birth_place:0,birth_place,preanswer,0.005114656059408245,0.08795766459376209,12,all,all_families
birth_place:0,birth_place,subject,0.050770118330404436,0.1929399915879555,0,all,all_families
birth_place:1,birth_place,preanswer,0.00758768926112872,0.10468410722473087,12,all,all_families
birth_place:1,birth_place,subject,0.08539675411713474,0.3805003168755302,0,all,all_families
birth_place:10,birth_place,preanswer,0.014141276517318878,0.12456830802793595,12,all,all_families
birth_place:10,birth_place,subject,0.08560410271498144,0.4069404995945447,0,all,all_families
birth_place:11,birth_place,preanswer,0.009110511049287371,0.1132718347305176,12,all,all_families
birth_place:11,birth_place,subject,0.08214237386094962,0.3700987292983222,0,all,all_families
birth_place:12,birth_place,preanswer,0.005279017687412007,0.08586595609199765,12,all,all_families
birth_place:12,birth_place,subject,0.05850298098980375,0.29456626211165216,3,all,all_families
birth_place:13,birth_place,preanswer,0.011029611335568179,0.11587999249790237,12,all,all_families
birth_place:13,birth_place,subject,0.09233276758364288,0.38388289772795847,0,all,all_families
birth_place:14,birth_place,preanswer,0.006790154195575271,0.10065531153597085,12,all,all_families
birth_place:14,birth_place,subject,0.05970546161940561,0.316085675667387,3,all,all_families
birth_place:15,birth_place,preanswer,0.0067949204995806185,0.09182052672201513,12,all,all_families
birth_place:15,birth_place,subject,0.11155315571437205,0.7264836250265658,3,all,all_families
birth_place:16,birth_place,preanswer,0.008749868112062334,0.10132905095815659,12,all,all_families
birth_place:16,birth_place,subject,0.08766158751956715,0.38046889543971596,0,all,all_families
birth_place:17,birth_place,preanswer,0.008275705736641789,0.11535587906837463,12,all,all_families
birth_place:17,birth_place,subject,0.08194074748197575,0.3290968590836023,0,all,all_families
birth_place:2,birth_place,preanswer,0.007123025424356426,0.09857066180191787,12,all,all_families
birth_place:2,birth_place,subject,0.07263739924311782,0.3764414887911841,3,all,all_families
birth_place:3,birth_place,preanswer,0.004762213044112025,0.08430111298666276,12,all,all_families
birth_place:3,birth_place,subject,0.048471035061440626,0.17508841253013585,0,all,all_families
birth_place:4,birth_place,preanswer,0.007507589907428009,0.09574277202288306,12,all,all_families
birth_place:4,birth_place,subject,0.0871440258327555,0.35356086094443706,0,all,all_families
birth_place:5,birth_place,preanswer,0.010450711201933213,0.11425939538315222,12,all,all_families
birth_place:5,birth_place,subject,0.09413093163566928,0.43470861949939654,0,all,all_families
birth_place:6,birth_place,preanswer,0.009509761726447186,0.1109366089689966,12,all,all_families
birth_place:6,birth_place,subject,0.08953870456485172,0.39823681104234326,0,all,all_families
birth_place:7,birth_place,preanswer,0.0053431802512448985,0.09070818338031861,12,all,all_families
birth_place:7,birth_place,subject,0.07306575291579048,0.33463974423962195,0,all,all_families
birth_place:8,birth_place,preanswer,0.00841169868046033,0.10463310909621859,12,all,all_families
birth_place:8,birth_place,subject,0.0860702028251527,0.36558591400948803,0,all,all_families
