relation,prompt_family,target_rank,target_margin,full_exact_match,contains_expected,answer_f1,answer_similarity
birth_place,chat_template,926.3571428571429,-6.339285714285714,0.0,0.0,0.0,0.1607175477246603
birth_place,declarative,196.42857142857142,-3.4776785714285716,0.0,0.14285714285714285,0.075,0.23046894137754878
birth_place,qa,427.7857142857143,-4.236607142857143,0.0,0.14285714285714285,0.03373015873015873,0.1977203104046518
birth_place,raw_question,1153.2142857142858,-8.941964285714286,0.0,0.14285714285714285,0.08333333333333333,0.14073495253006532
capital,chat_template,30.071428571428573,-2.1473214285714284,0.0,0.42857142857142855,0.2841269841269841,0.4214966845505569
capital,declarative,20.428571428571427,-0.375,0.0,0.5714285714285714,0.14264069264069262,0.23982418658309132
capital,qa,11.214285714285714,-2.2723214285714284,0.0,0.0,0.0,0.15602656732609668
capital,raw_question,40.857142857142854,-5.089285714285714,0.0,0.07142857142857142,0.09523809523809523,0.23165206174823014
currency,chat_template,87.42857142857143,-2.5625,0.0,0.14285714285714285,0.14557823129251699,0.39036662303840214
currency,declarative,119.42857142857143,-4.991071428571429,0.0,0.35714285714285715,0.2501855287569573,0.42123841752394203
currency,qa,48.0,-2.357142857142857,0.0,0.14285714285714285,0.136002886002886,0.3614146046032195
currency,raw_question,353.35714285714283,-6.571428571428571,0.0,0.2857142857142857,0.24404761904761907,0.4439939069974959
headquarters,chat_template,392.07142857142856,-4.772321428571429,0.07142857142857142,0.21428571428571427,0.1619047619047619,0.37807205446957
headquarters,declarative,81.35714285714286,-1.1428571428571428,0.0,0.35714285714285715,0.15353535353535355,0.3365983444823905
headquarters,qa,82.71428571428571,-2.1875,0.07142857142857142,0.2857142857142857,0.2511337868480726,0.4374539363009949
headquarters,raw_question,454.42857142857144,-7.540178571428571,0.0,0.2857142857142857,0.13823953823953822,0.2643180776930761
official_language,chat_template,30.928571428571427,-2.0625,0.0,0.21428571428571427,0.04801587301587301,0.19609702153437789
official_language,declarative,1.7142857142857142,0.04017857142857143,0.0,0.5,0.10674603174603174,0.22250627896449052
official_language,qa,3.642857142857143,-0.08035714285714286,0.0,0.5,0.11111111111111109,0.24024760331871173
official_language,raw_question,65.07142857142857,-5.598214285714286,0.0,0.14285714285714285,0.03373015873015873,0.1887255317068308
