relation,prompt_family,metric,mean,ci_low,ci_high,count
birth_place,chat_template,full_exact_match,0.0,0.0,0.0,18
birth_place,chat_template,contains_expected,0.0,0.0,0.0,18
birth_place,chat_template,answer_f1,0.0,0.0,0.0,18
birth_place,chat_template,answer_similarity,0.17746820257158968,0.14424981114786273,0.2148265993178051,18
birth_place,declarative,full_exact_match,0.0,0.0,0.0,18
birth_place,declarative,contains_expected,0.16666666666666666,0.0,0.3333333333333333,18
birth_place,declarative,answer_f1,0.09999999999999999,0.022222222222222223,0.2111111111111111,18
birth_place,declarative,answer_similarity,0.26986250029819225,0.20961302511815322,0.35936522176585206,18
birth_place,qa,full_exact_match,0.0,0.0,0.0,18
birth_place,qa,contains_expected,0.16666666666666666,0.0,0.3333333333333333,18
birth_place,qa,answer_f1,0.06327160493827161,0.0,0.1481867283950617,18
birth_place,qa,answer_similarity,0.23771633309917334,0.18821117819404679,0.3159703463357545,18
birth_place,raw_question,full_exact_match,0.0,0.0,0.0,18
birth_place,raw_question,contains_expected,0.1111111111111111,0.0,0.2777777777777778,18
birth_place,raw_question,answer_f1,0.06481481481481481,0.0,0.16689814814814793,18
birth_place,raw_question,answer_similarity,0.1483192961111589,0.07029272641480244,0.24256694058099873,18
capital,chat_template,full_exact_match,0.0,0.0,0.0,18
capital,chat_template,contains_expected,0.4444444444444444,0.2222222222222222,0.6666666666666666,18
capital,chat_template,answer_f1,0.29506172839506173,0.14811728395061727,0.44472222222222196,18
capital,chat_template,answer_similarity,0.4238366608888975,0.2990244338609272,0.5442860222970982,18
capital,declarative,full_exact_match,0.0,0.0,0.0,18
capital,declarative,contains_expected,0.5,0.2777777777777778,0.7222222222222222,18
capital,declarative,answer_f1,0.12205387205387204,0.0739057239057239,0.1657435465768799,18
capital,declarative,answer_similarity,0.22416236357127797,0.1944407655495677,0.2571163214500487,18
capital,qa,full_exact_match,0.0,0.0,0.0,18
capital,qa,contains_expected,0.0,0.0,0.0,18
capital,qa,answer_f1,0.0,0.0,0.0,18
capital,qa,answer_similarity,0.1591309847209451,0.1256922197942672,0.19816070094983257,18
capital,raw_question,full_exact_match,0.0,0.0,0.0,18
capital,raw_question,contains_expected,0.05555555555555555,0.0,0.16666666666666666,18
capital,raw_question,answer_f1,0.07407407407407407,0.0,0.18518518518518517,18
capital,raw_question,answer_similarity,0.20586962108699353,0.11400890885457604,0.3306031264633197,18
currency,chat_template,full_exact_match,0.0,0.0,0.0,18
currency,chat_template,contains_expected,0.2222222222222222,0.05555555555555555,0.3888888888888889,18
currency,chat_template,answer_f1,0.1379188712522046,0.037037037037037035,0.25635141093474423,18
currency,chat_template,answer_similarity,0.3829377501611375,0.2822392052484401,0.4803487569640536,18
currency,declarative,full_exact_match,0.0,0.0,0.0,18
currency,declarative,contains_expected,0.4444444444444444,0.2222222222222222,0.6666666666666666,18
currency,declarative,answer_f1,0.26602533269199935,0.21882475549142213,0.3122691197691198,18
currency,declarative,answer_similarity,0.40796710788159757,0.33699527142992336,0.47028492808936273,18
currency,qa,full_exact_match,0.0,0.0,0.0,18
currency,qa,contains_expected,0.1111111111111111,0.0,0.22361111111110984,18
currency,qa,answer_f1,0.1504489337822671,0.0767480359147026,0.22599186307519642,18
currency,qa,answer_similarity,0.3575668575562179,0.27843347120446676,0.4355299688837331,18
currency,raw_question,full_exact_match,0.0,0.0,0.0,18
currency,raw_question,contains_expected,0.3888888888888889,0.16666666666666666,0.6111111111111112,18
currency,raw_question,answer_f1,0.25446127946127944,0.11756944444444445,0.40355850168350166,18
currency,raw_question,answer_similarity,0.4442320526551339,0.32482415977620865,0.5640811800062192,18
headquarters,chat_template,full_exact_match,0.05555555555555555,0.0,0.16666666666666666,18
headquarters,chat_template,contains_expected,0.2222222222222222,0.05555555555555555,0.4444444444444444,18
headquarters,chat_template,answer_f1,0.1537037037037037,0.027777777777777776,0.2944675925925926,18
headquarters,chat_template,answer_similarity,0.3521777354869142,0.2675932819975694,0.45922246504613645,18
headquarters,declarative,full_exact_match,0.0,0.0,0.0,18
headquarters,declarative,contains_expected,0.3333333333333333,0.1111111111111111,0.5555555555555556,18
headquarters,declarative,answer_f1,0.15451739618406285,0.07998316498316499,0.24512556116722783,18
headquarters,declarative,answer_similarity,0.3139757662024485,0.2529236154139011,0.3898236621278977,18
headquarters,qa,full_exact_match,0.05555555555555555,0.0,0.16666666666666666,18
headquarters,qa,contains_expected,0.2777777777777778,0.05555555555555555,0.5,18
headquarters,qa,answer_f1,0.24052829886163218,0.12094376302709636,0.36522737293570623,18
headquarters,qa,answer_similarity,0.3998405241853379,0.29754149435401206,0.5041717032932977,18
headquarters,raw_question,full_exact_match,0.0,0.0,0.0,18
headquarters,raw_question,contains_expected,0.2222222222222222,0.05555555555555555,0.4444444444444444,18
headquarters,raw_question,answer_f1,0.12996632996632995,0.06684624017957354,0.1948821548821548,18
headquarters,raw_question,answer_similarity,0.2641939469397186,0.21680681479181332,0.3167894329394867,18
official_language,chat_template,full_exact_match,0.0,0.0,0.0,18
official_language,chat_template,contains_expected,0.2222222222222222,0.05555555555555555,0.4444444444444444,18
official_language,chat_template,answer_f1,0.048456790123456786,0.01111111111111111,0.09290123456790123,18
official_language,chat_template,answer_similarity,0.21472570749882372,0.16206832676829644,0.2635707008197303,18
official_language,declarative,full_exact_match,0.0,0.0,0.0,18
official_language,declarative,contains_expected,0.5555555555555556,0.3333333333333333,0.7777777777777778,18
official_language,declarative,answer_f1,0.12037037037037034,0.07312499999999998,0.16638117283950615,18
official_language,declarative,answer_similarity,0.23575312285502933,0.21081394901519895,0.26281530978125356,18
official_language,qa,full_exact_match,0.0,0.0,0.0,18
official_language,qa,contains_expected,0.6111111111111112,0.3888888888888889,0.8333333333333334,18
official_language,qa,answer_f1,0.1358024691358025,0.08641975308641975,0.18518518518518517,18
official_language,qa,answer_similarity,0.2510957002276351,0.21642377534597976,0.280435165151044,18
official_language,raw_question,full_exact_match,0.0,0.0,0.0,18
official_language,raw_question,contains_expected,0.1111111111111111,0.0,0.2777777777777778,18
official_language,raw_question,answer_f1,0.026234567901234566,0.0,0.06635802469135803,18
official_language,raw_question,answer_similarity,0.18805320111438553,0.15500777644841757,0.22408106170726974,18
