relation,prompt_family,answer_f1,target_selectivity,same_subject_control_f1,same_relation_control_f1,lexical_distractor_f1,max_control_f1
birth_place,chat_template,0.0,0.0,0.0,0.0,0.0,0.0
birth_place,declarative,0.075,0.04642857142857143,0.0,0.028571428571428574,0.0,0.028571428571428574
birth_place,qa,0.03373015873015873,0.015873015873015872,0.0,0.017857142857142856,0.0,0.017857142857142856
birth_place,raw_question,0.08333333333333333,0.03571428571428571,0.0,0.047619047619047616,0.0,0.047619047619047616
capital,chat_template,0.2841269841269841,0.2841269841269841,0.0,0.0,0.0,0.0
capital,declarative,0.14264069264069262,0.14264069264069262,0.0,0.0,0.0,0.0
capital,qa,0.0,0.0,0.0,0.0,0.0,0.0
capital,raw_question,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0
currency,chat_template,0.14557823129251699,0.1336734693877551,0.011904761904761904,0.0,0.0,0.011904761904761904
currency,declarative,0.2501855287569573,0.22042362399505258,0.011904761904761904,0.0,0.017857142857142856,0.02976190476190476
currency,qa,0.136002886002886,0.136002886002886,0.0,0.0,0.0,0.0
currency,raw_question,0.24404761904761907,0.22619047619047622,0.0,0.0,0.017857142857142856,0.017857142857142856
headquarters,chat_template,0.1619047619047619,0.04018759018759018,0.0,0.12171717171717171,0.073015873015873,0.12171717171717171
headquarters,declarative,0.15353535353535355,0.11457431457431456,0.0,0.03896103896103896,0.03896103896103896,0.03896103896103896
headquarters,qa,0.2511337868480726,0.13049886621315193,0.0,0.12063492063492064,0.12063492063492064,0.12063492063492064
headquarters,raw_question,0.13823953823953822,0.06031746031746032,0.0,0.07792207792207792,0.07792207792207792,0.07792207792207792
official_language,chat_template,0.04801587301587301,0.04801587301587301,0.0,0.0,0.0,0.0
official_language,declarative,0.10674603174603174,0.04574314574314574,0.012987012987012988,0.0,0.04801587301587301,0.061002886002886
official_language,qa,0.11111111111111109,0.06349206349206349,0.0,0.0,0.047619047619047616,0.047619047619047616
official_language,raw_question,0.03373015873015873,0.01944444444444444,0.014285714285714287,0.0,0.0,0.014285714285714287
